	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/soleil/plomb	Oui/urne/plomb	Oui/tablette/plomb	Oui/tuyau/plomb	Oui/cercueil/plomb	Oui/cage/plomb	Oui/gants/plomb	Oui/masse/plomb	Oui/lingot/plomb	Oui/morceau/plomb	Oui/armatures/plomb	Non/silence/plomb	Oui/cheval/grand	Oui/appartement/grand	Oui/lit/grand	Oui/seau/grand	Oui/tableau/grand	Oui/table/grande	Oui/parking/grand	Oui/librairie/grande	Oui/bureau/grand	Oui/miroir/grand	Non/vent/grand	Oui/manteaux/grands	Oui/surface/grande	Oui/mur/grand	Oui/maison/grande	Oui/femme/grande	Oui/parc/grand	Oui/poignard/grand	Oui/chêne/grand	Oui/tentes/grandes	Oui/sacs/grands	Non/ami/grand	Oui/fossé/profond	Oui/galeries/profondes	Oui/gorges/profondes	Oui/puits/profond	Oui/fosse/profonde	Oui/grotte/profonde	Oui/faille/profonde	Oui/caverne/profonde	Oui/forêt/profonde	Oui/cavité/profonde	Non/dégoût/profond	Oui/lac/profond	Oui/tranchées/profondes	Oui/canyons/profonds	Oui/crique/profonde	Oui/sous-sol/profond	Oui/trous/profonds	Oui/remous/profond	Oui/sillon/profond	Oui/douve/profonde	Oui/puisard/profond	Non/sommeil/profond	Oui/lunettes/grosses	Oui/boutons/gros	Oui/chevalière/grosse	Oui/piquets/gros	Oui/objet/gros	Oui/vaisseau/gros	Oui/poche/grosse	Oui/bacs/gros	Oui/flocons/gros	Oui/cloches/grosses	Non/chagrin/gros	Oui/troupeau/éléphants	Oui/groupe/éléphants	Oui/bouse/éléphant	Oui/pattes/éléphants	Oui/défenses/éléphant	Oui/trompe/éléphant	Oui/crânes/éléphant	Oui/peau/éléphant	Oui/dents/éléphant	Oui/tête/éléphant	Non/mémoire/éléphant	Oui/équipement/lourd	Oui/plateau/lourd	Oui/cartable/lourd	Oui/manteau/lourd	Oui/ouvrage/lourd	Oui/bouclier/lourd	Oui/portail/lourd	Oui/revolver/lourd	Oui/crâne/lourd	Oui/sac/lourd	Non/bilan/lourd	Oui/doigts/longs	Oui/mèches/longues	Oui/chaussette/longue	Oui/bras/long	Oui/tables/longues	Oui/guibolles/longues	Oui/moustaches/longues	Oui/siège/long	Oui/mur/long	Oui/queue/longue	Non/lettre/longue
Oui/parking/grand	0.01007870864123106	-0.03569934889674187	0.1412111520767212	-0.014433855190873146	0.008260752074420452	-0.020944606512784958	0.12335855513811111	0.0961829200387001	-0.040782902389764786	0.026984453201293945	-0.02240479551255703	-0.014078197069466114	0.08418157696723938	-0.03799213096499443	0.06128852069377899	0.041273657232522964	-0.009023559279739857	0.01609589159488678	-0.13613274693489075	-0.006883652880787849	-0.0464797243475914	0.12782159447669983	0.44935932755470276	0.4028019607067108	0.36898311972618103	0.615283727645874	0.5340824127197266	0.32466739416122437	1.0	0.3585898280143738	0.5953571796417236	0.42653775215148926	0.27616775035858154	0.3656049370765686	0.5107479691505432	0.5420835614204407	0.5179591774940491	0.23754119873046875	0.27193138003349304	0.2791075110435486	0.4232710301876068	0.526832103729248	0.40583401918411255	0.33797574043273926	0.2257533222436905	0.1754724085330963	0.23169510066509247	0.12007423490285873	0.25615912675857544	0.046401165425777435	0.1730293184518814	0.14723289012908936	-0.019199710339307785	0.1290886402130127	0.23957790434360504	0.1311323046684265	0.147719144821167	-0.020106982439756393	-0.14394477009773254	0.07119632512331009	-0.026021407917141914	0.2837286591529846	0.20707198977470398	-0.014221178367733955	0.24145421385765076	0.035096168518066406	0.033679112792015076	0.06026889383792877	0.09266985207796097	0.11377591639757156	-0.04232584312558174	0.13464315235614777	0.273867666721344	0.21628181636333466	0.042315736413002014	0.12634193897247314	0.020279143005609512	0.05863885581493378	-0.01885168068110943	-0.20389831066131592	-0.017069006338715553	-0.07513868808746338	-0.021132299676537514	-0.15897029638290405	0.025655902922153473	-0.0818217396736145	-0.14439383149147034	0.10917744040489197	-0.016289958730340004	0.09957781434059143	-0.13029468059539795	0.1961321085691452	0.3234516382217407	0.17364732921123505	0.09980815649032593	-0.021617060527205467	0.06304523348808289	0.15755905210971832	0.006775471847504377	0.23878468573093414	0.16033931076526642	-0.02735847420990467	0.1871887892484665	0.16212694346904755	0.08980020880699158	0.15066763758659363	0.27857935428619385	0.17264173924922943	0.13759596645832062	0.24454843997955322	
Oui/librairie/grande	0.020926013588905334	-0.0015178213361650705	-0.05572358891367912	0.07117319107055664	0.09851899743080139	-0.056731343269348145	0.03504906967282295	-0.08616950362920761	-0.1027909442782402	-0.11288095265626907	-0.113102026283741	-0.055809136480093	0.013924965634942055	-0.07861203700304031	-0.05368722975254059	-0.07779083400964737	0.06623396277427673	-0.09613892436027527	-0.022645967081189156	-0.11566293984651566	0.02127462439239025	0.005772777367383242	0.2860885262489319	0.33892983198165894	0.4345931112766266	0.40499964356422424	0.2714410424232483	0.3121752142906189	0.3585898280143738	1.0	0.4642699658870697	0.4597044587135315	0.26244446635246277	0.39394187927246094	0.3932967782020569	0.23329119384288788	0.2994852364063263	0.19957877695560455	0.38824108242988586	0.3232700526714325	0.38838550448417664	0.398408979177475	0.4087355136871338	0.25572526454925537	0.05301515758037567	0.24555644392967224	0.06572738289833069	-0.02950925938785076	-0.004713874310255051	-0.05556905269622803	0.12324171513319016	0.13677950203418732	-0.05577892065048218	0.14025606215000153	0.12532411515712738	-0.005761000793427229	0.22681231796741486	-0.02300041727721691	0.019041163846850395	-0.0247651357203722	-0.006567646749317646	0.07330812513828278	0.027704162523150444	-0.018863091245293617	0.3365989923477173	0.015562471933662891	0.25420159101486206	0.20271161198616028	0.26885920763015747	0.21909460425376892	0.2357979267835617	0.3073439598083496	0.2760752737522125	0.2533153295516968	0.16615264117717743	0.25606343150138855	0.21016712486743927	-0.19725969433784485	-0.2063816487789154	-0.11438272148370743	-0.051599498838186264	-0.11372237652540207	-0.11288765072822571	-0.04175673797726631	-0.1215367466211319	-0.0646238923072815	-0.19906410574913025	-0.15385235846042633	0.13896526396274567	0.03398077189922333	0.03330093249678612	0.1937275379896164	0.24742627143859863	0.22150444984436035	0.055834297090768814	0.18653534352779388	0.04627418518066406	0.01964133232831955	0.12382280081510544	0.11259713023900986	0.19759716093540192	0.13708838820457458	0.10392424464225769	0.14923162758350372	0.17784862220287323	0.2130511999130249	0.134785458445549	0.15874384343624115	0.05288190767168999	0.222440704703331	
Oui/bureau/grand	-0.04329237341880798	0.004109011963009834	-0.06660711765289307	0.014050828292965889	0.010489200241863728	-0.02722710743546486	0.026045408099889755	-0.02421514131128788	-0.12824934720993042	-0.003883996279910207	-0.18212370574474335	-0.06496972590684891	-0.02283976972103119	-0.14620687067508698	-0.061077408492565155	-0.09068506211042404	-0.036499183624982834	-0.1767013967037201	-0.14298804104328156	-0.1915060430765152	-0.05923077464103699	0.0068940962664783	0.4679216146469116	0.5745462775230408	0.49083763360977173	0.6581286191940308	0.5026043057441711	0.40033772587776184	0.5953571796417236	0.4642699658870697	1.0	0.6220580339431763	0.3228372633457184	0.483065128326416	0.423895001411438	0.4759233593940735	0.44784197211265564	0.15058057010173798	0.37923192977905273	0.48528796434402466	0.6315582990646362	0.46568378806114197	0.47239449620246887	0.3314058482646942	0.17830537259578705	0.24831457436084747	0.188446044921875	0.11734189838171005	0.16622281074523926	0.018088119104504585	0.23307663202285767	0.14931745827198029	-0.013977237045764923	0.22599714994430542	0.2802584767341614	0.1590997576713562	0.2610974609851837	-0.04206841066479683	-0.06086825951933861	0.09944050014019012	0.03250070661306381	0.29990363121032715	0.24205730855464935	-0.021987857297062874	0.37335389852523804	0.13225536048412323	0.28962141275405884	0.3588344156742096	0.2463824450969696	0.19107790291309357	0.2670501172542572	0.4155573844909668	0.36832675337791443	0.3193906545639038	0.2627284824848175	0.26206812262535095	0.29584911465644836	-0.0981840267777443	-0.11663535237312317	-0.12769578397274017	-0.03859657049179077	-0.08426100015640259	-0.08345481753349304	-0.07997722178697586	-0.018518317490816116	-0.053066935390233994	-0.19115088880062103	-0.0706140473484993	0.1499374955892563	0.2248837947845459	-0.009194871410727501	0.3251277804374695	0.36199459433555603	0.2415701150894165	0.18371303379535675	0.2769618630409241	0.1311126947402954	0.16233311593532562	0.09962546825408936	0.3426227271556854	0.22058099508285522	0.16200599074363708	0.345807820558548	0.1771375983953476	0.23202146589756012	0.34542638063430786	0.3628363013267517	0.2683577239513397	0.27135059237480164	0.3262965977191925	
Oui/miroir/grand	-0.20323601365089417	0.004272393882274628	-0.21732038259506226	-0.01140507310628891	-0.054995812475681305	-0.09310129284858704	-0.0034373828675597906	-0.10219041258096695	-0.1299140602350235	-0.009049049578607082	-0.19696588814258575	-0.13041545450687408	-0.09438642114400864	-0.08658839017152786	-0.14211156964302063	-0.041018933057785034	-0.14010415971279144	-0.23190775513648987	-0.13411161303520203	-0.19914914667606354	-0.1422543078660965	-0.15932421386241913	0.5393168926239014	0.3691638708114624	0.41584858298301697	0.5527735352516174	0.46318554878234863	0.45469534397125244	0.42653775215148926	0.4597044587135315	0.6220580339431763	1.0	0.404125452041626	0.40033599734306335	0.337304949760437	0.4162358045578003	0.3089401125907898	0.07529560476541519	0.4763166904449463	0.4509940445423126	0.5880016684532166	0.3534304201602936	0.4097834825515747	0.3218926787376404	0.1632886528968811	0.12458261847496033	0.10391214489936829	0.1274823695421219	-0.040683332830667496	-0.007633207365870476	0.10643022507429123	0.025793971493840218	0.08243092149496078	0.16529250144958496	0.2893056273460388	0.0932067260146141	0.2627999782562256	0.05420831963419914	0.0634455755352974	0.08013268560171127	0.21053436398506165	0.18694384396076202	0.1717994213104248	-0.1285676509141922	0.31508421897888184	0.045852355659008026	0.3993830382823944	0.4459814131259918	0.34304219484329224	0.2179306596517563	0.5160704255104065	0.558648943901062	0.5169209241867065	0.40072521567344666	0.47018763422966003	0.3086232542991638	0.45508405566215515	-0.10834472626447678	-0.05324557051062584	-0.02469620108604431	-0.06352032721042633	-0.04431234672665596	-0.026233794167637825	-0.03506479784846306	-0.041996315121650696	-0.023781947791576385	-0.08672966808080673	-0.1493373066186905	0.2497573047876358	0.18580548465251923	0.0516265407204628	0.17043977975845337	0.270226389169693	0.3257286250591278	0.2629973590373993	0.3331180214881897	0.0853452980518341	0.1208449974656105	0.21150629222393036	0.2298031896352768	0.3546725809574127	0.21344561874866486	0.3236992359161377	0.1623951941728592	0.2910020649433136	0.2833947241306305	0.3218793570995331	0.2697731554508209	0.3284745514392853	0.3016120493412018	
Non/vent/grand	-0.13169318437576294	0.06754720211029053	0.03233904764056206	-0.035898011177778244	0.013830216601490974	-0.05737888813018799	-0.003313972381874919	0.0668172538280487	0.012903113849461079	0.13392172753810883	0.0004865814698860049	0.07719830423593521	-0.011651722714304924	0.07614116370677948	-0.08435001969337463	-0.010957852005958557	-0.07207772135734558	-0.048492565751075745	-0.10459930449724197	-0.004514584317803383	-0.11269789934158325	-0.06475096195936203	0.3527456521987915	0.2329210489988327	0.2388157993555069	0.3206765949726105	0.2901856303215027	0.2261868119239807	0.27616775035858154	0.26244446635246277	0.3228372633457184	0.404125452041626	1.0	0.2695521414279938	0.2981325089931488	0.43298763036727905	0.1668500453233719	0.11515703052282333	0.29196974635124207	0.37230759859085083	0.3650403916835785	0.3200998604297638	0.36766287684440613	0.3883894085884094	0.18517787754535675	0.007590724155306816	0.10835456103086472	0.0802895724773407	-0.03114493191242218	-0.034483909606933594	0.05879203975200653	-0.07490776479244232	-0.03547970578074455	0.1112499088048935	0.2756761312484741	0.1665530949831009	0.15856218338012695	0.055503297597169876	0.12472543120384216	0.11179384589195251	0.13621307909488678	0.16274763643741608	0.1717788577079773	-0.10788111388683319	0.052898745983839035	0.03773553669452667	0.17995864152908325	0.2178668975830078	0.16048955917358398	0.21855705976486206	0.2316322922706604	0.31696075201034546	0.3725188374519348	0.27809542417526245	0.3360615372657776	0.13676588237285614	0.3072047829627991	-0.03305421397089958	0.053469475358724594	0.05689247325062752	0.029203981161117554	0.025163961574435234	0.07761107385158539	-0.056746095418930054	0.05327541381120682	-0.05433570221066475	0.0053856163285672665	-0.0035305239725857973	0.018992168828845024	0.041527729481458664	0.030305350199341774	0.07761754095554352	0.11276058107614517	0.056667689234018326	0.05014422535896301	0.06088566035032272	-0.07952164113521576	0.14634272456169128	0.07104753702878952	0.19482815265655518	0.24265263974666595	0.08487872034311295	0.25595346093177795	0.13839425146579742	0.1667986810207367	0.16396118700504303	0.1879703551530838	0.26433366537094116	0.24596531689167023	0.20857399702072144	
Oui/manteaux/grands	0.10938666760921478	-0.013996139168739319	0.06802140921354294	0.012148423120379448	0.05847906693816185	-0.09742622077465057	0.1509571671485901	-0.03678620234131813	0.034652046859264374	0.01253670733422041	0.0563913993537426	-0.019532781094312668	-0.005628520622849464	0.033614784479141235	-0.0402933768928051	0.028732016682624817	0.08247637003660202	-0.02680252492427826	0.026654748246073723	-0.05875486880540848	0.06755701452493668	0.0219733826816082	0.35339123010635376	0.4394541084766388	0.4271692633628845	0.40471887588500977	0.3729196786880493	0.23984476923942566	0.3656049370765686	0.39394187927246094	0.483065128326416	0.40033599734306335	0.2695521414279938	1.0	0.34947383403778076	0.32639190554618835	0.23487187922000885	0.11281847208738327	0.3775824308395386	0.23413850367069244	0.45406433939933777	0.3680680990219116	0.5224171280860901	0.26367440819740295	0.008548250421881676	0.29887160658836365	0.13991323113441467	0.06317297369241714	0.09330322593450546	-0.01852138340473175	0.137210413813591	0.1688210666179657	0.005187669303268194	0.13366088271141052	0.22441907227039337	0.13635645806789398	0.19315269589424133	0.06694922596216202	0.03482895344495773	-0.02033260278403759	0.05662235617637634	0.0862014964222908	0.12113595008850098	0.059283796697854996	0.2951536178588867	0.07525360584259033	0.359444797039032	0.33140671253204346	0.1674959808588028	0.2534695267677307	0.1764795184135437	0.3078582286834717	0.2506610155105591	0.1809646487236023	0.22316251695156097	0.2463398575782776	0.20987145602703094	-0.05529334396123886	-0.08893615752458572	-0.10028818249702454	0.07732732594013214	-0.14068150520324707	-0.06565067172050476	-0.10019739717245102	0.05330639332532883	-0.042655397206544876	-0.11200333386659622	-0.06950511783361435	0.13570350408554077	0.14504842460155487	0.01379314810037613	0.5097273588180542	0.26946723461151123	0.2678123712539673	0.2269260585308075	0.15834692120552063	0.023480799049139023	0.21922510862350464	0.08039513975381851	0.24992716312408447	0.3101540505886078	0.21957068145275116	0.2684754431247711	0.0877721756696701	0.234684556722641	0.2560669779777527	0.3573301434516907	0.13135980069637299	0.23520295321941376	0.13626952469348907	
Oui/surface/grande	0.027712177485227585	0.03146062791347504	0.10924161970615387	-0.07336108386516571	-0.009323088452219963	-0.03583606705069542	0.03645278140902519	-0.003264776896685362	0.06639125198125839	0.04956083744764328	0.002880144864320755	-0.029285892844200134	0.07186491787433624	0.023959383368492126	-0.03801683709025383	-0.035408418625593185	0.0077139995992183685	0.07150840759277344	-0.058210644870996475	0.08419831097126007	-0.04336655139923096	-0.011002864688634872	0.29932519793510437	0.34149497747421265	0.30334287881851196	0.4674118459224701	0.4788345694541931	0.2843764126300812	0.5107479691505432	0.3932967782020569	0.423895001411438	0.337304949760437	0.2981325089931488	0.34947383403778076	1.0	0.44554775953292847	0.5610014200210571	0.319459468126297	0.16531333327293396	0.1385451704263687	0.31528088450431824	0.49233171343803406	0.2839853763580322	0.30513644218444824	0.049948882311582565	0.1723903864622116	0.12269755452871323	-0.029479751363396645	0.1312912255525589	0.006924923043698072	0.10443044453859329	0.14482812583446503	-0.03735528886318207	0.26066502928733826	0.20996598899364471	0.028577303513884544	0.03908254951238632	-0.013536832295358181	-0.07732837647199631	-0.037507228553295135	-0.020369799807667732	0.057237979024648666	0.004540861118584871	-0.037878844887018204	0.14824508130550385	-0.10430343449115753	0.08410447090864182	0.050050877034664154	0.009060868993401527	0.04035884141921997	0.012311244383454323	0.09858027845621109	0.24916237592697144	0.0660555362701416	-0.013760599307715893	0.16219207644462585	0.021811963990330696	0.11261714994907379	0.0816454365849495	-0.061314571648836136	0.09231659770011902	0.018451575189828873	0.0666504055261612	-0.10215405374765396	0.09094595909118652	-0.029728423804044724	0.05573860928416252	0.11287587881088257	-0.021966198459267616	0.06495954841375351	-0.15330052375793457	0.15863628685474396	0.23933355510234833	0.12606219947338104	0.0009618736221455038	-0.01647903397679329	-0.03014071099460125	0.11810251325368881	-0.01585165038704872	0.14386413991451263	0.10706242173910141	-0.024475516751408577	0.08602017909288406	0.14212918281555176	0.1167856976389885	0.09472175687551498	0.14990368485450745	0.1593998670578003	0.14160296320915222	0.2970229387283325	
Oui/mur/grand	-0.13506141304969788	0.09130280464887619	0.0912250280380249	-0.11390974372625351	-0.08872289210557938	0.020033780485391617	0.05184350907802582	0.1814766377210617	-0.05682309716939926	0.18623864650726318	-0.0513683557510376	-0.0466926135122776	-0.03645646572113037	-0.024360429495573044	0.02111227810382843	0.0040480587631464005	-0.1025751531124115	-0.05323811620473862	-0.23862656950950623	-0.007884346880018711	-0.2473842203617096	-0.028860168531537056	0.4531514346599579	0.3745759129524231	0.3218669891357422	0.524047315120697	0.5236536860466003	0.15854711830615997	0.5420835614204407	0.23329119384288788	0.4759233593940735	0.4162358045578003	0.43298763036727905	0.32639190554618835	0.44554775953292847	1.0	0.4643019139766693	0.1573135107755661	0.100806824862957	0.32312777638435364	0.4033261239528656	0.563842236995697	0.40251293778419495	0.4942646026611328	0.18127821385860443	-0.0021015803795307875	0.2508644163608551	0.14776600897312164	0.17027410864830017	0.09625062346458435	0.11914047598838806	0.048506926745176315	-0.05817210301756859	0.20686516165733337	0.3514725863933563	0.2111912965774536	0.10157585889101028	-0.05932779610157013	-0.19091059267520905	0.19774143397808075	0.025004688650369644	0.2884353995323181	0.24297767877578735	-0.19539406895637512	-0.02947234734892845	0.06590665876865387	0.07533057779073715	0.14636237919330597	0.0682329460978508	0.07138200104236603	0.037113893777132034	0.13569144904613495	0.34619584679603577	0.23214861750602722	0.263163685798645	0.07176531106233597	0.2033197581768036	0.1847403645515442	0.15936698019504547	-0.20226545631885529	0.0636024996638298	0.012556931935250759	-0.01955958642065525	-0.2709277272224426	0.10582201182842255	-0.1867433488368988	-0.053083356469869614	0.04866194352507591	-0.0885978639125824	0.11343570053577423	-0.10118766874074936	0.0906001627445221	0.338650643825531	0.0830276757478714	0.10889552533626556	-0.057075582444667816	0.011943724937736988	0.20098277926445007	-0.010285147465765476	0.2922811210155487	0.2263222634792328	-0.036160215735435486	0.30347809195518494	0.2195582389831543	0.13683809340000153	0.05204513296484947	0.4147579073905945	0.4319325387477875	0.37027058005332947	0.3991226553916931	
Oui/maison/grande	0.011288458481431007	0.01062784157693386	0.09995878487825394	-0.046188123524188995	0.021720584481954575	-0.006223113741725683	0.09920501708984375	0.05747197940945625	-0.05795859917998314	0.02788977511227131	-0.04428546875715256	-0.035526201128959656	0.03219546750187874	-0.04811367392539978	0.05289653688669205	0.036392584443092346	-0.002397292759269476	-0.02866729535162449	-0.13369585573673248	-0.002007769886404276	-0.13905702531337738	0.054352447390556335	0.3188827633857727	0.3508033752441406	0.28118160367012024	0.46787768602371216	0.41030097007751465	0.2913181483745575	0.5179591774940491	0.2994852364063263	0.44784197211265564	0.3089401125907898	0.1668500453233719	0.23487187922000885	0.5610014200210571	0.4643019139766693	1.0	0.2412252575159073	0.013280166313052177	0.2536925673484802	0.312745064496994	0.5543190836906433	0.2716178596019745	0.3529922068119049	0.06534115225076675	0.0347701758146286	0.13044816255569458	-0.002676983829587698	0.17615947127342224	0.03904036432504654	0.15107689797878265	0.14016585052013397	-0.08810698240995407	0.1592499315738678	0.17289723455905914	0.0036217449232935905	0.07133138179779053	-0.04427271708846092	-0.22096896171569824	0.028265826404094696	-0.05215756222605705	0.1947949379682541	0.041692785918712616	-0.1245357096195221	0.07757896929979324	-0.0005789028946310282	0.037968918681144714	0.0417364202439785	0.05600873753428459	-0.03699590638279915	-0.011020294390618801	0.09042000770568848	0.29263946413993835	0.1570553481578827	0.07701213657855988	0.11217200756072998	0.03180720657110214	0.05408451706171036	0.00011646056373137981	-0.2602671682834625	-0.010454455390572548	-0.004258489236235619	-0.023890988901257515	-0.19251401722431183	-0.02163754776120186	-0.10506748408079147	-0.05780802294611931	0.01177882868796587	-0.08090373873710632	-0.011870549991726875	-0.24341638386249542	0.022705595940351486	0.2833938002586365	0.060767993330955505	-0.03781566396355629	-0.07385241985321045	0.024655546993017197	0.03303609415888786	-0.11753552407026291	0.14788810908794403	0.14652259647846222	-0.033890753984451294	0.10463743656873703	0.14804460108280182	0.11254474520683289	0.08939920365810394	0.18352451920509338	0.18980467319488525	0.1765185445547104	0.38606536388397217	
Oui/femme/grande	0.12327892333269119	0.020012864843010902	0.19286832213401794	-0.011554918251931667	0.03940688073635101	-0.016302945092320442	0.01570947654545307	0.007671511732041836	0.12345431745052338	-0.02032647468149662	0.08920419216156006	0.030994383618235588	0.11629997938871384	0.017072396352887154	0.00029238464776426554	0.007776927202939987	0.020812012255191803	0.234078049659729	0.04364356771111488	0.1260209083557129	0.057857103645801544	0.0805615559220314	0.13531018793582916	0.18857379257678986	0.15593944489955902	0.13736867904663086	0.27035829424858093	0.08979165554046631	0.23754119873046875	0.19957877695560455	0.15058057010173798	0.07529560476541519	0.11515703052282333	0.11281847208738327	0.319459468126297	0.1573135107755661	0.2412252575159073	1.0	0.02574959583580494	-0.024855822324752808	-0.0597800612449646	0.137783020734787	0.12585638463497162	0.2119911015033722	0.04775412380695343	0.0634923130273819	0.12836767733097076	0.045114170759916306	0.14590726792812347	0.16147024929523468	0.16404852271080017	0.17719018459320068	0.09340523928403854	0.08923935145139694	-0.021403798833489418	0.06443395465612411	-0.13843655586242676	-0.04070362448692322	0.0724092423915863	-0.004130337852984667	-0.01260813232511282	0.05097316950559616	-0.058354996144771576	0.13414837419986725	0.07884630560874939	0.03000166080892086	-0.0482836589217186	-0.07125639170408249	-0.1080351173877716	-0.03518705070018768	-0.05676289275288582	-0.15831728279590607	-0.023667363449931145	-0.1924194097518921	-0.14448271691799164	0.06885488331317902	-0.14433395862579346	0.07557014375925064	0.03922015428543091	0.12291152030229568	0.035072654485702515	-0.004395986907184124	0.12336225062608719	-0.00435496773570776	0.10627741366624832	-0.010392234660685062	0.1042879968881607	0.19194458425045013	-0.15818177163600922	-0.05919111892580986	-0.032627806067466736	-0.009826648980379105	0.1140645444393158	-0.02567215822637081	-0.08568412810564041	-0.11787497252225876	-0.06493575870990753	-0.0047795712016522884	0.02958829142153263	-0.03739912062883377	-0.05885076895356178	-0.21262913942337036	-0.08550524711608887	0.02162003517150879	-0.050820980221033096	-0.024122875183820724	-0.0615905337035656	0.01118557620793581	-0.07168672233819962	0.011900844983756542	
Oui/parc/grand	-0.11013013869524002	-0.11425962299108505	-0.10122688859701157	-0.0295095294713974	-0.015005245804786682	-0.14947400987148285	-0.03655480965971947	-0.16513125598430634	-0.03984290733933449	-0.03979644551873207	-0.09571289271116257	-0.11354586482048035	-0.08821992576122284	-0.08631562441587448	-0.17080169916152954	-0.10614274442195892	-0.08396434783935547	-0.09282796829938889	-0.10217572003602982	-0.19178099930286407	0.03052731789648533	-0.0526115708053112	0.28705957531929016	0.32831597328186035	0.3693980574607849	0.33728599548339844	0.17864754796028137	0.29224085807800293	0.27193138003349304	0.38824108242988586	0.37923192977905273	0.4763166904449463	0.29196974635124207	0.3775824308395386	0.16531333327293396	0.100806824862957	0.013280166313052177	0.02574959583580494	1.0	0.285542368888855	0.3451145589351654	0.160585418343544	0.32225820422172546	0.11897988617420197	0.0355822816491127	0.2248811274766922	-0.029351739212870598	0.04310287535190582	-0.06979074329137802	-0.055725086480379105	0.0003063973563257605	0.023076891899108887	0.03140624612569809	0.05962631106376648	0.12215038388967514	0.045482754707336426	0.20153790712356567	0.11801992356777191	0.1221279427409172	-0.03654018044471741	0.11916227638721466	-0.012116828002035618	0.04151336848735809	0.06931649148464203	0.27918070554733276	-0.06224527209997177	0.3459247350692749	0.3017256557941437	0.297573059797287	0.35649245977401733	0.36999303102493286	0.4394315481185913	0.315911203622818	0.3012680411338806	0.22958025336265564	0.3068636655807495	0.3018335700035095	-0.08970850706100464	-0.013716100715100765	0.03895676136016846	-0.03055286966264248	-0.07383926957845688	-0.039229441434144974	-0.03324263542890549	-0.029708728194236755	-0.027117813006043434	-0.10478030145168304	-0.09518574923276901	0.30838847160339355	0.23584581911563873	0.11770835518836975	0.3157944977283478	0.1233845204114914	0.39059606194496155	0.27640050649642944	0.3960784375667572	0.12017140537500381	0.21453215181827545	0.26756080985069275	0.14481784403324127	0.21940888464450836	0.1882302314043045	0.23257309198379517	0.17147691547870636	0.19908075034618378	0.252407044172287	0.2658732235431671	0.14709533751010895	0.175794318318367	0.07473248243331909	
Oui/poignard/grand	-0.16255468130111694	0.14763091504573822	-0.08202846348285675	0.0625971332192421	0.13937091827392578	-0.05929391831159592	-0.006969650741666555	0.029354820027947426	-0.1915513128042221	0.11926740407943726	-0.28460511565208435	-0.08770178258419037	-0.08583156764507294	-0.12210115790367126	-0.08303948491811752	0.021727820858359337	-0.11575375497341156	-0.23145712912082672	-0.2516498565673828	-0.24912351369857788	-0.23680619895458221	-0.09794805198907852	0.3339204788208008	0.32488343119621277	0.2567179501056671	0.4096433222293854	0.12720094621181488	0.18186721205711365	0.2791075110435486	0.3232700526714325	0.48528796434402466	0.4509940445423126	0.37230759859085083	0.23413850367069244	0.1385451704263687	0.32312777638435364	0.2536925673484802	-0.024855822324752808	0.285542368888855	1.0	0.5050249695777893	0.34925833344459534	0.4134165048599243	0.22972849011421204	0.14048326015472412	-0.06527655571699142	0.100894495844841	0.02768177166581154	-0.1440562754869461	-0.03097165748476982	0.04520070552825928	-0.17284193634986877	-0.09552411735057831	-0.0069951023906469345	0.18889202177524567	-0.05326436832547188	0.25989729166030884	-0.07789932936429977	-0.11887431889772415	0.20682859420776367	-7.651941996300593e-05	0.22870679199695587	0.1736360639333725	-0.33403638005256653	0.11983264982700348	0.05022120103240013	0.23987643420696259	0.3800334334373474	0.32075002789497375	0.20569397509098053	0.3353904187679291	0.4946030080318451	0.3965621590614319	0.5408620834350586	0.42722275853157043	0.1950136423110962	0.398671418428421	-0.17368951439857483	-0.15707212686538696	-0.20962660014629364	-0.11287993937730789	-0.002030238276347518	-0.10092882812023163	-0.08157765865325928	-0.0938735231757164	-0.09273311495780945	-0.21125972270965576	-0.23745562136173248	0.11109373718500137	0.009482291527092457	-0.03438973054289818	-0.011605660431087017	0.16419285535812378	0.12713195383548737	-0.006025885231792927	0.19203737378120422	0.0631534531712532	-0.09313143044710159	0.04389812797307968	0.24364861845970154	0.2378171682357788	0.13667266070842743	0.24794188141822815	0.15401659905910492	0.171376034617424	0.28598856925964355	0.18394215404987335	0.2806164622306824	0.26645007729530334	0.2523577809333801	
