	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/silence/plomb	Oui/urne/plomb	Oui/tablette/plomb	Oui/tuyau/plomb	Oui/cercueil/plomb	Oui/cage/plomb	Oui/gants/plomb	Oui/masse/plomb	Oui/lingot/plomb	Oui/morceau/plomb	Oui/armatures/plomb	Non/vent/grand	Non/vents/grands	Oui/cheval/grand	Oui/appartement/grand	Oui/lit/grand	Oui/seau/grand	Oui/tableau/grand	Oui/table/grande	Oui/parking/grand	Oui/librairie/grande	Oui/bureau/grand	Oui/miroir/grand	Non/ami/grand	Non/amie/grande	Non/amis/grands	Oui/manteaux/grands	Oui/surface/grande	Oui/mur/grand	Oui/maison/grande	Oui/femme/grande	Oui/parc/grand	Oui/poignard/grand	Oui/chêne/grand	Oui/tentes/grandes	Oui/sacs/grands	Non/dégoût/profond	Oui/fossé/profond	Oui/galeries/profondes	Oui/gorges/profondes	Oui/puits/profond	Oui/fosse/profonde	Oui/grotte/profonde	Oui/faille/profonde	Oui/caverne/profonde	Oui/forêt/profonde	Oui/cavité/profonde	Non/sommeil/profond	Oui/lac/profond	Oui/tranchées/profondes	Oui/canyons/profonds	Oui/crique/profonde	Oui/sous-sol/profond	Oui/trous/profonds	Oui/remous/profond	Oui/sillon/profond	Oui/douve/profonde	Oui/puisard/profond	Non/chagrin/gros	Non/chagrins/gros	Oui/lunettes/grosses	Oui/boutons/gros	Oui/chevalière/grosse	Oui/piquets/gros	Oui/objet/gros	Oui/vaisseau/gros	Oui/poche/grosse	Oui/bacs/gros	Oui/flocons/gros	Oui/cloches/grosses	Non/mémoire/éléphant	Non/mémoires/éléphant	Oui/troupeau/éléphants	Oui/groupe/éléphants	Oui/bouse/éléphant	Oui/pattes/éléphants	Oui/défenses/éléphant	Oui/trompe/éléphant	Oui/crânes/éléphant	Oui/peau/éléphant	Oui/dents/éléphant	Oui/tête/éléphant	Non/bilan/lourd	Oui/équipement/lourd	Oui/plateau/lourd	Oui/cartable/lourd	Oui/manteau/lourd	Oui/ouvrage/lourd	Oui/bouclier/lourd	Oui/portail/lourd	Oui/revolver/lourd	Oui/crâne/lourd	Oui/sac/lourd	Non/lettre/longue	Non/lettres/longues	Oui/doigts/longs	Oui/mèches/longues	Oui/chaussette/longue	Oui/bras/long	Oui/tables/longues	Oui/guibolles/longues	Oui/moustaches/longues	Oui/siège/long	Oui/mur/long	Oui/queue/longue
Oui/morceau/plomb	0.6235170364379883	0.6008933782577515	0.7563421130180359	0.5751690864562988	0.6402028203010559	0.7144790291786194	0.6481311917304993	0.6934797763824463	0.5885384678840637	0.7135565280914307	0.6874653697013855	0.7344303727149963	0.4181630611419678	0.7640063166618347	0.656014621257782	0.7663401365280151	0.47770923376083374	0.5576186776161194	0.623400866985321	0.6254902482032776	1.0	0.7158270478248596	-0.20467473566532135	-0.1405455321073532	-0.09584417939186096	0.018843866884708405	0.005495717283338308	-0.07209277898073196	-0.012163146398961544	0.017536917701363564	0.014366282150149345	-0.009747495874762535	-0.035897787660360336	-0.09224772453308105	-0.0026940128300338984	0.021426880732178688	-0.021108228713274002	-0.005532836075872183	-0.05319191515445709	-0.031151503324508667	0.034102071076631546	-0.034938424825668335	-0.01773335039615631	-0.10887773334980011	-0.14354415237903595	0.04202452674508095	-0.08445655554533005	0.02666437067091465	0.032307084649801254	-0.04153240844607353	0.0053226640447974205	-0.09853198379278183	-0.0756521001458168	-0.03149183839559555	-0.03305670619010925	-0.024563537910580635	0.008628086186945438	-0.001961382571607828	-0.04214557260274887	0.005889611318707466	-0.0448918491601944	0.00480220653116703	0.020991362631320953	0.0076379673555493355	-0.030781153589487076	-0.025132378563284874	0.0749962255358696	0.02003260888159275	-0.13893720507621765	-0.07447376102209091	-0.08560303598642349	-0.05592624843120575	-0.037079233676195145	0.0002555953396949917	-0.07127859443426132	-0.020840885117650032	-0.01471247524023056	-0.01582498475909233	0.0501713864505291	-0.06621871888637543	-0.04017409682273865	-0.0205751433968544	-0.022721346467733383	0.09624260663986206	0.16880294680595398	-0.026584312319755554	-0.12066370993852615	-0.021469471976161003	-0.0212700292468071	-0.10221318900585175	-0.029271140694618225	-0.11105792969465256	-0.08926817774772644	0.05625292658805847	0.1694273203611374	0.20079419016838074	0.15742120146751404	0.14700847864151	0.20619167387485504	0.10231631994247437	0.1467551290988922	0.05669238045811653	0.09776198863983154	0.0989271029829979	0.0943685919046402	0.0931447297334671	0.01760176755487919	0.004633056931197643	0.1000552624464035	-0.04669273644685745	0.060194484889507294	0.06189776584506035	0.09309534728527069	0.02608390711247921	0.011223634704947472	0.042287301272153854	
Oui/armatures/plomb	0.5979258418083191	0.6272132396697998	0.7893226742744446	0.49626433849334717	0.6718786358833313	0.761089026927948	0.6857283115386963	0.6201698780059814	0.5648187398910522	0.6808708310127258	0.6890943050384521	0.6935123801231384	0.42531007528305054	0.7194902300834656	0.5423175692558289	0.7160496711730957	0.4576236605644226	0.5839657187461853	0.6243411898612976	0.5301544666290283	0.7158270478248596	1.0	-0.19611190259456635	-0.11082485318183899	-0.087885782122612	0.0894683375954628	-0.011288375593721867	-0.12280572205781937	-0.023555492982268333	-0.012002606876194477	0.09141496568918228	0.016017764806747437	-0.002214334672316909	-0.03889250010251999	-0.07217350602149963	0.021887565031647682	-0.052926041185855865	0.006890238728374243	-0.030224034562706947	-0.08447729051113129	0.004529294092208147	0.01860921084880829	-0.02526858262717724	-0.04659275338053703	-0.11733438074588776	0.04126386344432831	-0.07580029964447021	0.012472511269152164	0.038188789039850235	-0.015169922262430191	0.08215947449207306	-0.09038258343935013	-0.07031498104333878	-0.05810089036822319	0.01681450381875038	-0.05161616951227188	-0.06503300368785858	-0.016897547990083694	-0.04416479542851448	-0.07452481985092163	-0.02743610553443432	-0.01874847337603569	-0.05092976987361908	-0.009041125886142254	-0.11697040498256683	0.05534652993083	-0.02128930762410164	0.053134024143218994	-0.0517616905272007	0.013513445854187012	0.026527833193540573	-0.06645156443119049	0.10074347257614136	0.027368023991584778	0.07531104236841202	0.06853347271680832	0.040878407657146454	-0.024542488157749176	0.07519188523292542	0.01700523868203163	-0.07780315726995468	-0.026385823264718056	0.05787622928619385	-0.08656823635101318	-0.03369147703051567	-0.13763642311096191	-0.1213238462805748	0.11109412461519241	-0.02165084332227707	-0.09296679496765137	-0.057498008012771606	-0.04460381716489792	-0.12285514175891876	0.0822920948266983	0.28140950202941895	0.22366581857204437	0.19815188646316528	0.18716293573379517	0.25201693177223206	0.17887429893016815	0.20776407420635223	0.104666568338871	0.07766477018594742	0.02851814590394497	0.08435767143964767	0.061766527593135834	-0.01451077125966549	0.029336299747228622	0.11039147526025772	0.050556737929582596	0.053089987486600876	0.02057678997516632	0.06753755360841751	0.10339222103357315	-0.017329944297671318	-0.003400239162147045	
Non/vent/grand	0.05261143296957016	-0.16296523809432983	-0.15684281289577484	-0.12925057113170624	-0.13092923164367676	-0.25218984484672546	-0.17861829698085785	-0.13249190151691437	-0.1287979930639267	-0.21580485999584198	-0.19546911120414734	-0.17337551712989807	-0.13720166683197021	-0.2296581119298935	-0.13456013798713684	-0.23482389748096466	-0.14869800209999084	-0.09217121452093124	-0.17572477459907532	-0.19985033571720123	-0.20467473566532135	-0.19611190259456635	1.0	0.7098228931427002	0.3060261905193329	0.23605585098266602	0.09847898036241531	0.24101531505584717	0.25848862528800964	0.0679854303598404	0.22641512751579285	0.13713401556015015	0.2276645302772522	0.2649521231651306	0.00396129721775651	0.027888447046279907	0.02612840197980404	0.2447352111339569	0.19542823731899261	0.2261887937784195	0.12439197301864624	0.08741563558578491	0.1616521030664444	0.3081111013889313	0.287920206785202	0.12204327434301376	0.20789359509944916	-0.013959257863461971	0.004527380224317312	-0.08957062661647797	0.08103702962398529	0.06459730863571167	0.03144259378314018	0.04257633164525032	0.024249736219644547	0.04384808987379074	0.12913402915000916	0.03648907318711281	0.10550424456596375	0.05977754294872284	-3.35116965288762e-05	0.06792821735143661	0.10924533754587173	-0.007845892570912838	0.05958769842982292	0.15618354082107544	0.10722480714321136	0.06043520197272301	0.06234776973724365	0.10081596672534943	0.14786440134048462	0.03309221565723419	0.11290042847394943	-0.013314083218574524	0.16650959849357605	0.06357921659946442	0.11194078624248505	0.04745526611804962	0.08397585898637772	0.24520546197891235	0.09296673536300659	-0.03981500864028931	-0.07000970840454102	0.030545979738235474	-0.03284311294555664	0.017413727939128876	0.08521959185600281	0.01637892611324787	-0.01654025912284851	0.014953945763409138	0.07660854607820511	0.0977511927485466	0.132372185587883	-0.022491611540317535	-0.044413693249225616	-0.02572047710418701	0.006911857984960079	0.03190983459353447	-0.07001989334821701	0.029930075630545616	-0.02905159257352352	-0.01453979592770338	0.022021638229489326	0.07656864821910858	-0.04845431447029114	-0.02617345191538334	0.04799767956137657	0.15265466272830963	0.07191448658704758	0.09516538679599762	-0.021287186071276665	0.14001856744289398	0.0907817855477333	-0.003659549867734313	0.09405974298715591	0.12855492532253265	
Non/vents/grands	0.03707468509674072	-0.11898625642061234	-0.11791300028562546	-0.12221714109182358	-0.0902685821056366	-0.18666911125183105	-0.1284085512161255	-0.10591863095760345	-0.0731048732995987	-0.13979704678058624	-0.10724017024040222	-0.15911054611206055	-0.027433693408966064	-0.16316142678260803	-0.025483625009655952	-0.14121274650096893	-0.07542764395475388	-0.09290258586406708	-0.1526029109954834	-0.11448454111814499	-0.1405455321073532	-0.11082485318183899	0.7098228931427002	1.0	0.12338806688785553	0.1589842140674591	0.06469190120697021	0.1472405195236206	0.13383615016937256	0.008799792267382145	0.14101560413837433	0.09246495366096497	0.15731212496757507	0.15807218849658966	0.030511323362588882	0.05485669523477554	0.08228456228971481	0.3432933986186981	0.15924085676670074	0.14238013327121735	0.058345094323158264	0.052711326628923416	0.039012715220451355	0.19747917354106903	0.22150376439094543	0.07445012032985687	0.2261684685945511	-0.0865391343832016	-0.06076681986451149	-0.12463162839412689	0.04528532177209854	0.025340678170323372	0.1012355163693428	0.04287576302886009	0.04999193549156189	0.061737120151519775	0.06403791904449463	0.0782579705119133	-0.003460498061031103	0.022967472672462463	-0.08754280209541321	0.02428954280912876	0.12506872415542603	0.004677438642829657	0.03903675824403763	0.0881345123052597	0.0005877034272998571	0.048239823430776596	0.05370369553565979	0.1350378692150116	0.15858101844787598	0.01699909381568432	0.14144881069660187	0.021862147375941277	0.15403570234775543	0.09180266410112381	0.14541666209697723	0.052709419280290604	0.10391411930322647	0.19904033839702606	0.1434425264596939	-0.06643114984035492	-0.1022431030869484	-0.00349216116592288	-0.07675152271986008	-0.027341101318597794	0.037071529775857925	-0.0284500140696764	-0.005013555288314819	0.012141399085521698	0.030192848294973373	0.04171701893210411	0.02446199767291546	-0.0350101962685585	-0.00418749637901783	0.04531629756093025	0.012585668824613094	0.07416343688964844	-0.00386183918453753	0.06337548047304153	0.03856974467635155	0.014967229217290878	0.023872334510087967	0.06675051152706146	0.021197693422436714	0.005087478552013636	0.14333851635456085	0.09596606343984604	0.06150685250759125	0.08279199153184891	-0.00902644544839859	0.06134681776165962	0.0659707635641098	0.012687469832599163	0.07914450764656067	0.0993829071521759	
Oui/cheval/grand	-0.1413198858499527	-0.042270198464393616	-0.06505889445543289	-0.00032522130641154945	-0.06893611699342728	-0.12528175115585327	-0.1040504053235054	-0.024428460747003555	-0.013580298982560635	-0.05918294936418533	-0.09397788345813751	-0.21399518847465515	-0.046254027634859085	-0.07870271056890488	-0.09533220529556274	-0.10715056210756302	0.018908843398094177	-0.026788432151079178	-0.10872212052345276	-0.03590310364961624	-0.09584417939186096	-0.087885782122612	0.3060261905193329	0.12338806688785553	1.0	0.5588697791099548	0.1740831881761551	0.329671710729599	0.5136129260063171	0.22713182866573334	0.4423658847808838	0.15883442759513855	0.4793205261230469	0.427288293838501	0.18015070259571075	0.1364842802286148	0.13128609955310822	0.27263230085372925	0.2188059240579605	0.22830772399902344	0.2435656487941742	0.3005126416683197	0.3647913932800293	0.5439603924751282	0.39512869715690613	0.0938362181186676	0.18345509469509125	0.03804963827133179	0.1439785659313202	0.049232322722673416	0.13869807124137878	0.09498245269060135	0.0631144568324089	0.10994905978441238	-0.02474011853337288	0.07907215505838394	0.1867198497056961	0.044525329023599625	0.14592213928699493	0.09607209265232086	0.16824504733085632	0.13168711960315704	0.11933024972677231	0.09122312813997269	0.09450284391641617	0.06315836310386658	0.184457927942276	0.11243929713964462	0.12787538766860962	0.21737270057201385	0.2299637496471405	0.056560538709163666	0.2360655814409256	0.17364466190338135	0.3413706421852112	0.22335611283779144	0.2776312530040741	-0.023817772045731544	0.11533548682928085	0.2934526205062866	0.12828190624713898	-0.1873769462108612	-0.16144885122776031	0.030425023287534714	-0.15403258800506592	0.015094615519046783	0.1316780000925064	-0.07633613049983978	-0.2005479335784912	-0.05781130492687225	0.04132021963596344	0.025499247014522552	0.039870135486125946	0.06970904767513275	0.11757799237966537	0.1031389981508255	0.13894514739513397	0.13083600997924805	0.06867457926273346	0.15979495644569397	0.07964161783456802	0.1549016535282135	0.2008419930934906	0.10801628232002258	0.05672231316566467	0.03234522044658661	0.028293587267398834	0.13425512611865997	0.11253584921360016	0.16562043130397797	-0.0020479762461036444	0.08522529155015945	0.13038253784179688	0.1343603879213333	0.06165683642029762	0.2756618559360504	
Oui/appartement/grand	-0.07223419845104218	0.027037471532821655	0.10353801399469376	-0.010992034338414669	0.05646204575896263	0.07844886928796768	0.012161529622972012	-0.007565373554825783	0.02733599580824375	0.08673852682113647	0.059018734842538834	-0.05198667198419571	0.029753049835562706	0.0713978111743927	-0.016161995008587837	-0.0025447849184274673	0.020222429186105728	0.03963957726955414	-0.04849189147353172	0.00011512901255628094	0.018843866884708405	0.0894683375954628	0.23605585098266602	0.1589842140674591	0.5588697791099548	1.0	0.1720353215932846	0.2908100187778473	0.6466728448867798	0.1649901270866394	0.6895401477813721	0.32582390308380127	0.647872805595398	0.5803179740905762	0.17797434329986572	0.18273738026618958	0.16061025857925415	0.4005473852157593	0.3055731952190399	0.19738651812076569	0.43321117758750916	0.2565130293369293	0.37432774901390076	0.6790962815284729	0.38769474625587463	0.05600308999419212	0.18401437997817993	0.027276163920760155	0.018836846575140953	0.13937461376190186	0.09623504430055618	0.0704353004693985	0.013816685415804386	0.11529235541820526	-0.029669979587197304	0.10852878540754318	0.06016884744167328	0.08952458947896957	0.2020876556634903	-0.020865244790911674	0.13251981139183044	0.08482152223587036	0.1263103485107422	0.3058663606643677	0.06251537799835205	0.0505119152367115	0.11138256639242172	-0.004933551885187626	0.24287036061286926	0.2912062406539917	0.3631508946418762	0.101750448346138	0.405131995677948	0.2164178341627121	0.41537564992904663	0.3308902680873871	0.4305795133113861	0.027877135202288628	0.24704545736312866	0.4559088945388794	0.13144750893115997	-0.014271467924118042	0.02606102079153061	-0.08435868471860886	-0.09010720998048782	0.005030662752687931	0.04837750270962715	0.06879213452339172	-0.04840191453695297	0.0319935567677021	-0.043240923434495926	0.034438420087099075	-0.04866303130984306	0.13578727841377258	0.3309118151664734	0.19349929690361023	0.2697049081325531	0.2368444800376892	0.2416042685508728	0.24139806628227234	0.22553250193595886	0.29036498069763184	0.18805266916751862	0.024205751717090607	0.10679902881383896	0.10056325048208237	0.05039156228303909	0.12695571780204773	0.2196320742368698	0.09890759736299515	0.03685351461172104	0.12130069732666016	0.14620822668075562	0.21788981556892395	0.05769588053226471	0.07757265865802765	
Oui/lit/grand	-0.023808559402823448	-0.016081394627690315	-0.01143411174416542	0.03251532465219498	-0.03556603938341141	-0.0767497792840004	0.01051633246243	-0.012095588259398937	0.06102101877331734	0.03802887722849846	-0.03725574165582657	-0.020815741270780563	0.06626644730567932	0.02155272290110588	0.02434229478240013	0.06045573949813843	0.0808044895529747	0.018266532570123672	-0.05708245933055878	-0.01485509518533945	0.005495717283338308	-0.011288375593721867	0.09847898036241531	0.06469190120697021	0.1740831881761551	0.1720353215932846	1.0	0.23352369666099548	0.1553173065185547	0.2971276640892029	0.17492572963237762	0.0410301648080349	0.24317632615566254	0.2695506811141968	0.1074160560965538	0.11852281540632248	0.05000700801610947	0.21145303547382355	0.04692825675010681	0.3387194275856018	0.16725511848926544	0.14597345888614655	0.1842883825302124	0.16534696519374847	0.24138422310352325	0.15391503274440765	0.1833162158727646	-0.002970630768686533	0.07520747184753418	-0.009787156246602535	0.1192808523774147	0.06858720630407333	0.11487755924463272	0.09178072214126587	-0.010582126677036285	0.06888863444328308	0.12205527722835541	0.09210780262947083	0.18939878046512604	0.20057229697704315	0.11276080459356308	0.0008577248663641512	0.10515058785676956	0.06259287148714066	0.09175586700439453	0.05777762457728386	0.05093476176261902	0.11133598536252975	0.03767700865864754	0.08611629903316498	0.07588648796081543	0.09738845378160477	0.08225420117378235	-0.08477504551410675	0.08242743462324142	0.07217556238174438	0.056292396038770676	0.06656843423843384	0.11093450337648392	0.12507234513759613	0.07182178646326065	-0.008788209408521652	-0.03198355808854103	-0.01956222392618656	-0.043692804872989655	0.04074614495038986	0.1493823081254959	-0.06813262403011322	-0.006266843061894178	0.03575984016060829	0.10423898696899414	0.02813536860048771	0.20329202711582184	-0.025466738268733025	-0.016006894409656525	0.07143595814704895	0.07484541833400726	0.10861492156982422	0.005699244327843189	0.022112606093287468	0.006327638402581215	0.03137649595737457	0.1222931444644928	0.20011650025844574	0.12064499408006668	0.08240840584039688	-0.028563378378748894	0.11596965789794922	0.1279260218143463	0.1553952544927597	0.20674435794353485	0.05666099488735199	0.023256147280335426	0.09273966401815414	0.2547825574874878	0.1507466584444046	
Oui/seau/grand	-0.18260441720485687	-0.026063377037644386	-0.11235008388757706	0.016899505630135536	-0.05294390395283699	-0.13317041099071503	0.010448591783642769	-0.058275263756513596	0.08136414736509323	-0.0938330590724945	-0.10359852015972137	-0.20479412376880646	0.15318763256072998	-0.10411373525857925	0.14445093274116516	-0.04861028864979744	0.10332009941339493	0.02585858479142189	-0.1119072288274765	-0.02747941203415394	-0.07209277898073196	-0.12280572205781937	0.24101531505584717	0.1472405195236206	0.329671710729599	0.2908100187778473	0.23352369666099548	1.0	0.3269197940826416	0.2590828835964203	0.3203853964805603	0.08130013942718506	0.32267865538597107	0.42396408319473267	0.1045890673995018	0.07320822775363922	0.07090537995100021	0.23891443014144897	0.2020118534564972	0.3130939304828644	0.16386252641677856	0.09352943301200867	0.24450761079788208	0.380677193403244	0.2816322445869446	0.09793411940336227	0.4189099669456482	-0.03661688417196274	0.15860910713672638	0.08140358328819275	0.0354628823697567	0.2555857002735138	0.23280596733093262	0.09007828682661057	-0.038221269845962524	0.08417057245969772	0.03264354541897774	0.16462330520153046	-0.0011993509251624346	0.10215267539024353	0.15330059826374054	0.0032714148983359337	0.0959143415093422	0.04181373119354248	0.19303317368030548	0.04367220774292946	0.12304767221212387	0.13212664425373077	0.22230501472949982	0.08588507026433945	0.10243216902017593	0.013294663280248642	0.11351034045219421	0.006355408113449812	0.2252444624900818	0.09280519932508469	0.11244867742061615	0.0856839194893837	0.2745562791824341	0.21826022863388062	0.05767359212040901	-0.04740117862820625	-0.07511286437511444	0.08593779057264328	0.04474681243300438	0.15850280225276947	0.19840364158153534	-0.11275576800107956	-0.08057606965303421	0.09715597331523895	0.037242624908685684	0.047079846262931824	0.14323925971984863	0.005818793084472418	-0.01269851066172123	0.027108652517199516	0.11758363991975784	0.0897878110408783	-0.0683065801858902	-0.006755632348358631	0.009828849695622921	0.046459950506687164	0.13184060156345367	0.3759465515613556	0.07241006195545197	0.07721186429262161	0.14598025381565094	0.17167343199253082	0.17840690910816193	0.1824498176574707	0.14344923198223114	0.1387254148721695	0.1417260318994522	0.1469961553812027	0.2471379190683365	0.16787376999855042	
Oui/tableau/grand	-0.1428261548280716	-0.09352942556142807	-0.015354829840362072	-0.08648740500211716	-0.057146452367305756	-0.05605307221412659	-0.06839662045240402	-0.1342875063419342	-0.02450087107717991	0.039005763828754425	-0.01506703719496727	-0.12059953063726425	0.014864375814795494	-0.022451698780059814	-0.1053660586476326	-0.07958556711673737	-0.023194709792733192	-0.020144570618867874	-0.12455012649297714	-0.10832267254590988	-0.012163146398961544	-0.023555492982268333	0.25848862528800964	0.13383615016937256	0.5136129260063171	0.6466728448867798	0.1553173065185547	0.3269197940826416	1.0	0.3514370024204254	0.4984017312526703	0.25202083587646484	0.5768664479255676	0.6109814047813416	0.09454947710037231	0.052767377346754074	0.0497567392885685	0.31636902689933777	0.29994997382164	0.30617812275886536	0.257376492023468	0.19435931742191315	0.3422355055809021	0.5801448822021484	0.39421096444129944	0.09813100099563599	0.1550196260213852	0.08437696844339371	0.050100233405828476	0.14104436337947845	0.05602440610527992	0.10175465047359467	0.050408363342285156	0.1409936398267746	0.02043108455836773	0.12499961256980896	0.10082070529460907	0.15910333395004272	0.1423424780368805	-0.011743447743356228	0.11686792969703674	0.06091234087944031	0.10135553777217865	0.16808661818504333	0.13468913733959198	0.018738863989710808	0.097613126039505	-0.018732232972979546	0.16767224669456482	0.2382691353559494	0.2573280930519104	0.048372168093919754	0.36555784940719604	0.14048637449741364	0.3463054895401001	0.2908226549625397	0.34872710704803467	0.028700824826955795	0.1625731885433197	0.35864731669425964	0.12094340473413467	0.033114463090896606	0.040393032133579254	-0.020787276327610016	0.0043911500833928585	-0.010782305151224136	0.06656862050294876	0.0428333580493927	-0.011339586228132248	0.08900813013315201	-0.046996597200632095	0.03498723357915878	0.063507080078125	0.31521204113960266	0.2003427892923355	0.14525048434734344	0.22356902062892914	0.17901889979839325	0.1987307220697403	0.19701924920082092	0.21145279705524445	0.20340152084827423	0.19951704144477844	0.05652807652950287	0.18875397741794586	0.15911225974559784	0.05130595341324806	0.11016950011253357	0.12368101626634598	0.04966747760772705	0.18758529424667358	0.037217918783426285	0.1482688933610916	0.13518226146697998	0.14168599247932434	0.10475301742553711	
Oui/table/grande	0.010951405391097069	0.05533308908343315	0.01695891283452511	0.053443651646375656	-0.027249831706285477	-0.030967267230153084	0.10000091791152954	-0.027186214923858643	0.08928796648979187	0.059121303260326385	0.032735057175159454	-0.0008220779127441347	0.16474546492099762	0.018783090636134148	-0.006619175896048546	0.0523311048746109	0.057895224541425705	0.048700716346502304	-0.12605822086334229	0.03307123854756355	0.017536917701363564	-0.012002606876194477	0.0679854303598404	0.008799792267382145	0.22713182866573334	0.1649901270866394	0.2971276640892029	0.2590828835964203	0.3514370024204254	1.0	0.2350112348794937	0.35726892948150635	0.356701135635376	0.3105335235595703	0.10197540372610092	0.18394902348518372	0.0959986001253128	0.10173488408327103	0.3170229494571686	0.2714481055736542	0.41541793942451477	0.29872041940689087	0.12462242692708969	0.23314599692821503	0.3178728222846985	0.2138684093952179	0.16203837096691132	0.06796414405107498	0.03369780629873276	0.11554726958274841	0.06028059497475624	0.17307791113853455	0.15535223484039307	0.17281474173069	0.04264912009239197	0.19342754781246185	0.17173628509044647	0.22944292426109314	0.16273847222328186	0.0960616022348404	0.14122258126735687	0.042258717119693756	0.17143073678016663	0.16413435339927673	0.18047024309635162	0.04824789613485336	0.13331738114356995	0.11204598098993301	0.10602564364671707	0.025097258388996124	0.055679310113191605	0.16148163378238678	0.09994377940893173	0.21330489218235016	0.16611908376216888	0.12553037703037262	0.08709362894296646	0.17920204997062683	0.08702477067708969	0.15255069732666016	0.16844113171100616	-0.04518405348062515	-0.022209497168660164	-0.10816841572523117	0.005058102775365114	-0.022170856595039368	0.14610852301120758	-0.037115901708602905	-0.06302298605442047	0.08515691012144089	-0.04515121877193451	0.06364811211824417	0.10044252127408981	0.13193438947200775	0.09766942262649536	0.24456854164600372	0.15042613446712494	0.07019175589084625	0.09152553975582123	0.114474356174469	0.08970160782337189	0.13031812012195587	0.18328696489334106	0.17333351075649261	0.12871812283992767	0.09562753140926361	0.13760365545749664	0.10941305011510849	0.15662245452404022	0.1176055520772934	0.5599068403244019	0.013239286839962006	0.05306660383939743	0.09705641120672226	0.2108669877052307	0.15480251610279083	
Oui/parking/grand	-0.026379331946372986	0.07790570706129074	0.0871257334947586	0.052256129682064056	0.006346710957586765	0.07229343801736832	0.03850078582763672	0.01677289791405201	0.05695471167564392	0.12385719269514084	0.06260257214307785	-0.033716220408678055	0.08390559256076813	0.031347524374723434	0.03224526345729828	0.01967301219701767	0.08259812742471695	0.09305230528116226	-0.04002969339489937	-0.036583393812179565	0.014366282150149345	0.09141496568918228	0.22641512751579285	0.14101560413837433	0.4423658847808838	0.6895401477813721	0.17492572963237762	0.3203853964805603	0.4984017312526703	0.2350112348794937	1.0	0.2718025743961334	0.5388485193252563	0.4744991064071655	0.07230129837989807	0.08965563774108887	0.07567351311445236	0.30384138226509094	0.28509521484375	0.26856252551078796	0.30658429861068726	0.16811610758304596	0.502018392086029	0.5027516484260559	0.2772655189037323	0.14731864631175995	0.23545588552951813	0.03469999507069588	0.148675337433815	0.18113042414188385	0.1432144045829773	0.17593879997730255	0.16096262633800507	0.20165042579174042	0.06596455723047256	0.1507958620786667	0.14516666531562805	0.17176158726215363	0.138525128364563	0.0842319056391716	0.18934182822704315	0.10170581191778183	0.22874070703983307	0.3423265516757965	0.1085980162024498	0.1738361269235611	0.17588840425014496	0.09189450740814209	0.26362383365631104	0.17189976572990417	0.2598005533218384	0.04089256003499031	0.3066485524177551	0.13872073590755463	0.3774406611919403	0.19799037277698517	0.29662397503852844	0.09293408691883087	0.24104952812194824	0.31412845849990845	0.046840596944093704	0.029397107660770416	0.04904220625758171	-0.04923321306705475	-0.06534229964017868	0.03400396183133125	0.0427287295460701	0.1310662180185318	-0.015180181711912155	0.06068684533238411	0.0029346668161451817	0.07021072506904602	0.015158254653215408	0.11145821213722229	0.24007511138916016	0.18459877371788025	0.19459126889705658	0.1530609279870987	0.1290511190891266	0.20040671527385712	0.23848402500152588	0.2298690378665924	0.14865924417972565	0.11593176424503326	0.07101237028837204	0.10789621621370316	0.038992322981357574	0.15475592017173767	0.1700536459684372	0.09732826799154282	0.1390257030725479	0.1328200101852417	0.12151891738176346	0.1961601823568344	0.1408456712961197	0.09156801551580429	
