	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Oui/fossé/profond	Oui/galeries/profondes	Oui/gorges/profondes	Oui/puits/profond	Oui/fosse/profonde	Oui/grotte/profonde	Oui/faille/profonde	Oui/caverne/profonde	Oui/forêt/profonde	Oui/cavité/profonde
Non/dégoût/profond	0.3764755129814148	0.31256136298179626	0.29428401589393616	0.3130233883857727	0.28755983710289	0.3959982395172119	0.2675509750843048	0.32950669527053833	0.17059993743896484	0.33035212755203247	0.18387934565544128	0.0634458065032959	0.2745811641216278	0.15262936055660248	0.24378882348537445	0.25585851073265076	0.22438372671604156	0.2791835367679596	0.22377943992614746	0.2301032394170761	1.0	0.7101793885231018	0.8020813465118408	0.7250112295150757	0.7750681042671204	0.8342819809913635	0.8434854745864868	0.8515689969062805	0.7791073322296143	0.840378999710083	0.5522006154060364	0.3446093499660492	0.16136683523654938	0.5391604900360107	0.38746947050094604	0.4106350839138031	0.4732300937175751	0.4362920820713043	0.38840246200561523	0.520176112651825	
Non/dégoût/profond	0.4076458811759949	0.39786410331726074	0.3583435118198395	0.36687102913856506	0.34701085090637207	0.46324723958969116	0.32696375250816345	0.39169174432754517	0.2262689769268036	0.3868955075740814	0.22833096981048584	0.1484917253255844	0.36828550696372986	0.23185937106609344	0.30369317531585693	0.3311813473701477	0.31567102670669556	0.37201356887817383	0.2786482274532318	0.30982518196105957	0.7101793885231018	1.0	0.6639644503593445	0.8439569473266602	0.6157695651054382	0.6280622482299805	0.6183541417121887	0.6994739770889282	0.6499468088150024	0.6858469247817993	0.7122895121574402	0.31283333897590637	0.22454491257667542	0.6469874382019043	0.47539952397346497	0.46830126643180847	0.4595498740673065	0.40549254417419434	0.4123629331588745	0.41425657272338867	
Non/dégoût/profond	0.3607088029384613	0.3338296115398407	0.32951465249061584	0.3576048016548157	0.32227328419685364	0.39912256598472595	0.3007466495037079	0.3345728814601898	0.2370787411928177	0.3599209785461426	0.26079970598220825	0.12025102972984314	0.3477709889411926	0.23123623430728912	0.346828430891037	0.3253437876701355	0.27041295170783997	0.3662148416042328	0.29173848032951355	0.2998437285423279	0.8020813465118408	0.6639644503593445	1.0	0.6697530150413513	0.6787011027336121	0.7595829367637634	0.7292143702507019	0.8571500778198242	0.7894264459609985	0.7315586805343628	0.5299530625343323	0.39368900656700134	0.22855831682682037	0.5608489513397217	0.4729865491390228	0.4404546916484833	0.4429094195365906	0.48589497804641724	0.38975390791893005	0.5796691179275513	
Non/dégoût/profond	0.3872816562652588	0.3664727509021759	0.3442493677139282	0.35756027698516846	0.3179752826690674	0.4071122705936432	0.3167765438556671	0.3699995279312134	0.2474793642759323	0.3821045756340027	0.27393224835395813	0.1258922666311264	0.3864938020706177	0.2649766206741333	0.32226231694221497	0.35815131664276123	0.3350699841976166	0.37054508924484253	0.3234163820743561	0.3373169004917145	0.7250112295150757	0.8439569473266602	0.6697530150413513	1.0	0.6268882751464844	0.6476648449897766	0.6647251844406128	0.6992058753967285	0.6311981678009033	0.6713203191757202	0.6473962664604187	0.22245687246322632	0.13730670511722565	0.6267201900482178	0.41356056928634644	0.47884827852249146	0.49788588285446167	0.4466665983200073	0.4516349136829376	0.42336606979370117	
Non/dégoût/profond	0.2637968957424164	0.21650274097919464	0.18913212418556213	0.27003294229507446	0.22329677641391754	0.2628162205219269	0.19914737343788147	0.27794915437698364	0.142229363322258	0.24696825444698334	0.1535782516002655	0.0020356676541268826	0.23546095192432404	0.1170787587761879	0.22445791959762573	0.21344351768493652	0.18396732211112976	0.22084946930408478	0.16324691474437714	0.1842738538980484	0.7750681042671204	0.6157695651054382	0.6787011027336121	0.6268882751464844	1.0	0.856907069683075	0.8056126832962036	0.7611607909202576	0.6475603580474854	0.8609214425086975	0.5091809630393982	0.2543187737464905	0.1336010843515396	0.5724212527275085	0.3972064256668091	0.3664197623729706	0.4471099078655243	0.4814213216304779	0.41870442032814026	0.566741406917572	
Non/dégoût/profond	0.33616411685943604	0.27795901894569397	0.2629619240760803	0.33170750737190247	0.28712382912635803	0.3296140730381012	0.250806599855423	0.3325751721858978	0.17534048855304718	0.29879480600357056	0.17061102390289307	-0.005205273628234863	0.2553682029247284	0.13580827414989471	0.26258835196495056	0.22960537672042847	0.19960050284862518	0.24272240698337555	0.1957894116640091	0.2072325348854065	0.8342819809913635	0.6280622482299805	0.7595829367637634	0.6476648449897766	0.856907069683075	1.0	0.8076146841049194	0.8180251717567444	0.7088722586631775	0.8326913118362427	0.5248655080795288	0.3445151746273041	0.16703572869300842	0.5578300356864929	0.4191300868988037	0.39933571219444275	0.47681036591529846	0.510038435459137	0.4350969195365906	0.6269157528877258	
Non/dégoût/profond	0.3014388382434845	0.2477167844772339	0.24656492471694946	0.2765652537345886	0.2237432599067688	0.29312753677368164	0.22972464561462402	0.27721795439720154	0.17194335162639618	0.2722693085670471	0.18332117795944214	0.055130720138549805	0.2556270658969879	0.1510358303785324	0.23508445918560028	0.22935284674167633	0.2308679074048996	0.24782869219779968	0.21446669101715088	0.20398548245429993	0.8434854745864868	0.6183541417121887	0.7292143702507019	0.6647251844406128	0.8056126832962036	0.8076146841049194	1.0	0.7874279022216797	0.7345409393310547	0.8439503312110901	0.46005791425704956	0.3132699728012085	0.15029609203338623	0.5211202502250671	0.40590545535087585	0.37357550859451294	0.4281022846698761	0.46079668402671814	0.4050632417201996	0.5480963587760925	
Non/dégoût/profond	0.3092275857925415	0.2888650894165039	0.2508690059185028	0.28672465682029724	0.26001259684562683	0.34248948097229004	0.23918417096138	0.27855032682418823	0.16781023144721985	0.28937336802482605	0.16388094425201416	0.035873960703611374	0.28524050116539	0.16412250697612762	0.25853806734085083	0.2371004819869995	0.2070845514535904	0.28117725253105164	0.22409354150295258	0.23941604793071747	0.8515689969062805	0.6994739770889282	0.8571500778198242	0.6992058753967285	0.7611607909202576	0.8180251717567444	0.7874279022216797	1.0	0.8170771598815918	0.8121063709259033	0.5401606559753418	0.33299291133880615	0.21230250597000122	0.5592446327209473	0.4420422315597534	0.4058397710323334	0.4241863787174225	0.4627590775489807	0.3714393079280853	0.535507082939148	
Non/dégoût/profond	0.36152416467666626	0.36876633763313293	0.3238457441329956	0.350669801235199	0.3198780417442322	0.3799050748348236	0.3064621090888977	0.3417218029499054	0.24038557708263397	0.3469729423522949	0.2386080026626587	0.14276307821273804	0.32638975977897644	0.22096027433872223	0.2990305721759796	0.30031320452690125	0.2723121643066406	0.33429282903671265	0.2712250053882599	0.2926100492477417	0.7791073322296143	0.6499468088150024	0.7894264459609985	0.6311981678009033	0.6475603580474854	0.7088722586631775	0.7345409393310547	0.8170771598815918	1.0	0.7405763864517212	0.4811800718307495	0.3551044166088104	0.16803821921348572	0.512773334980011	0.42966896295547485	0.37204718589782715	0.38618525862693787	0.4196106493473053	0.33641812205314636	0.5364832282066345	
Non/dégoût/profond	0.23443034291267395	0.1863238364458084	0.1653180718421936	0.2058706134557724	0.18336273729801178	0.25710490345954895	0.1581135392189026	0.24154521524906158	0.13461081683635712	0.22030141949653625	0.09554553031921387	0.005662550684064627	0.1743450164794922	0.07809417694807053	0.16725321114063263	0.1541576385498047	0.14218565821647644	0.16996736824512482	0.11142221093177795	0.13420416414737701	0.840378999710083	0.6858469247817993	0.7315586805343628	0.6713203191757202	0.8609214425086975	0.8326913118362427	0.8439503312110901	0.8121063709259033	0.7405763864517212	1.0	0.522250771522522	0.3310111463069916	0.2414461225271225	0.5511863231658936	0.4088519811630249	0.37458035349845886	0.4016018509864807	0.46338140964508057	0.38619446754455566	0.5081827044487	
Oui/fossé/profond	0.3657570481300354	0.3127198815345764	0.29404526948928833	0.3210523724555969	0.27327147126197815	0.403214693069458	0.2612614631652832	0.3328913748264313	0.1981775015592575	0.34064504504203796	0.2718995213508606	0.1355687379837036	0.3733755350112915	0.22623811662197113	0.3269641697406769	0.3547250032424927	0.3386124074459076	0.36498144268989563	0.2930852770805359	0.315775066614151	0.5522006154060364	0.7122895121574402	0.5299530625343323	0.6473962664604187	0.5091809630393982	0.5248655080795288	0.46005791425704956	0.5401606559753418	0.4811800718307495	0.522250771522522	1.0	0.33509936928749084	0.30046212673187256	0.7844280004501343	0.533531665802002	0.5278849601745605	0.5427713990211487	0.4499649703502655	0.5252788066864014	0.46576303243637085	
Oui/galeries/profondes	0.19598472118377686	0.2130139321088791	0.22381605207920074	0.14466862380504608	0.17712926864624023	0.2204761803150177	0.17324094474315643	0.12909571826457977	0.18917696177959442	0.16005124151706696	0.16401460766792297	0.29859036207199097	0.13289301097393036	0.1547003984451294	0.21074755489826202	0.11843916028738022	0.11179528385400772	0.10989677906036377	0.14643555879592896	0.11595236510038376	0.3446093499660492	0.31283333897590637	0.39368900656700134	0.22245687246322632	0.2543187737464905	0.3445151746273041	0.3132699728012085	0.33299291133880615	0.3551044166088104	0.3310111463069916	0.33509936928749084	1.0	0.6346976161003113	0.25045305490493774	0.2916622757911682	0.25879016518592834	0.18167105317115784	0.26174890995025635	0.1944957971572876	0.45594942569732666	
Oui/gorges/profondes	-0.05015282705426216	-0.02824927307665348	-0.02850235439836979	-0.020528824999928474	0.0035404858645051718	0.012048257514834404	-0.022980529814958572	-0.019622957333922386	0.05561848729848862	-0.02714819461107254	0.024816015735268593	0.1251874715089798	-0.05273167043924332	-0.0077035920694470406	0.07394963502883911	-0.03857159987092018	-0.0349789597094059	-0.07192874699831009	-0.04960750415921211	-0.08446802198886871	0.16136683523654938	0.22454491257667542	0.22855831682682037	0.13730670511722565	0.1336010843515396	0.16703572869300842	0.15029609203338623	0.21230250597000122	0.16803821921348572	0.2414461225271225	0.30046212673187256	0.6346976161003113	1.0	0.2141224443912506	0.34560102224349976	0.27502551674842834	0.20525018870830536	0.24389559030532837	0.23208828270435333	0.219322070479393	
Oui/puits/profond	0.36616605520248413	0.33583864569664	0.31614139676094055	0.3593432903289795	0.3018207550048828	0.3805893659591675	0.31468063592910767	0.36132851243019104	0.2542405426502228	0.3596615195274353	0.3266451358795166	0.1429591178894043	0.413108229637146	0.29354462027549744	0.35151201486587524	0.41452571749687195	0.37976130843162537	0.4367351830005646	0.35731241106987	0.3661331832408905	0.5391604900360107	0.6469874382019043	0.5608489513397217	0.6267201900482178	0.5724212527275085	0.5578300356864929	0.5211202502250671	0.5592446327209473	0.512773334980011	0.5511863231658936	0.7844280004501343	0.25045305490493774	0.2141224443912506	1.0	0.6072114109992981	0.5710863471031189	0.6178355813026428	0.588258683681488	0.6995851993560791	0.5730443596839905	
