	Non/colère/saine	Non/colères/saines	Oui/vie/saine	Oui/personne/saine	Oui/peau/saine	Oui/nourriture/saine	Oui/chair/saine	Oui/écorces/saines	Oui/dents/saines	Oui/bouche/saine	Oui/jambe/saine	Oui/feuilles/saines	Non/observateur/fin	Oui/bretelles/fines	Oui/peau/fine	Oui/couche/fine	Oui/robe/fine	Oui/lames/fines	Oui/feuilles/fines	Oui/moustaches/fines	Oui/laine/fine	Oui/tissu/fin	Oui/matelas/fin	Non/couple/beau	Oui/marquise/belle	Oui/princesse/belle	Oui/chevaux/beaux	Oui/violon/beau	Oui/baron/beau	Oui/fleurs/belles	Oui/maison/belle	Oui/visage/beau	Oui/pantalon/beau	Oui/bateau/beau	Non/journalistes/grands	Non/journaliste/grand	Non/journaliste/grande	Oui/salle/grande	Oui/arbres/grands	Oui/escalier/grand	Oui/supermarché/grand	Oui/chapiteau/grand	Oui/écurie/grande	Oui/chapeau/grand	Oui/couteau/grand	Oui/îles/grandes	Oui/panneaux/grands	Non/idée/brillante	Oui/lèvres/brillantes	Oui/veine/brillante	Oui/épées/brillantes	Oui/boule/brillante	Oui/constellations/brillantes	Oui/tissu/brillant	Oui/cuirasse/brillante	Oui/sphère/brillante	Oui/halo/brillant	Oui/pièces/brillantes	Non/élève/brillant	Non/élève/brillante	Non/élèves/brillants	Oui/éclats/brillants	Oui/dents/brillantes	Oui/lunettes/brillantes	Oui/chaussures/brillantes	Oui/cristaux/brillants	Oui/lame/brillante	Oui/lune/brillante	Oui/métal/brillant	Oui/anneau/brillant	Oui/aiguilles/brillantes	Non/ouïe/fine	Oui/moustache/fine	Oui/membrane/fine	Oui/sandales/fines	Oui/pattes/fines	Oui/lunettes/fines	Oui/bandes/fines	Oui/mouchoir/fin	Oui/collier/fin	Oui/cigarettes/fines	Oui/stylet/fin	Non/chanteur/grand	Oui/cadres/grands	Oui/lévrier/grand	Oui/nef/grande	Oui/portefeuille/grand	Oui/figurines/grandes	Oui/salon/grand	Oui/fenêtres/grandes	Oui/carnets/grands	Oui/mains/grandes	Oui/arc/grand	Non/temps/beau	Oui/salon/beau	Oui/garçon/beau	Oui/robe/belle	Oui/bracelet/beau	Oui/sièges/beaux	Oui/feuillages/beaux	Oui/cathédrale/belle	Oui/seins/beaux	Oui/table/belle	Oui/chapeau/beau	Non/douche/bonne	Oui/père/bon	Oui/élèves/bons	Oui/mère/bonne	Oui/nageur/bon	Oui/tireur/bon	Oui/étudiants/bons	Oui/professeure/bonne	Oui/commandant/bon	Oui/jardinier/bon	Oui/comédienne/bonne
Oui/matelas/fin	-0.015403383411467075	-0.03594653680920601	-0.23626893758773804	0.10136416554450989	0.023509735241532326	0.13418497145175934	0.021995974704623222	0.06323114037513733	-0.06344639509916306	-0.006734716705977917	0.03303234651684761	-0.06618902087211609	0.8671229481697083	0.0644441619515419	0.06476357579231262	0.1091504842042923	0.01620495319366455	0.04327443987131119	0.007504586596041918	0.0653408095240593	0.13578902184963226	0.8566710948944092	1.0	0.11559836566448212	0.24672923982143402	0.2906411290168762	0.07316212356090546	0.14308470487594604	0.10821934044361115	0.02921074628829956	0.2443540245294571	0.13952228426933289	0.205769345164299	0.15386153757572174	0.06443741917610168	0.04777052253484726	0.1897251009941101	-0.037204641848802567	0.09192477911710739	0.07834059000015259	0.09749362617731094	0.03866560757160187	0.09978295862674713	0.012295749969780445	0.07095552235841751	-0.04514374956488609	0.05973416194319725	-0.1698329895734787	0.02727176435291767	-0.03962535783648491	-0.01544644869863987	-0.021014513447880745	0.11775534600019455	0.22844338417053223	0.23173509538173676	0.010559922084212303	-0.016434190794825554	0.09566929936408997	0.008370976895093918	0.08452822268009186	-0.005728152580559254	-0.07324586808681488	-0.014000876806676388	0.12373246997594833	0.18470674753189087	0.032874979078769684	-0.048103999346494675	-0.08961205929517746	0.004352032206952572	0.016761891543865204	0.0588081069290638	0.09463400393724442	0.13425423204898834	0.1724146008491516	0.10111632943153381	0.053436607122421265	0.09431634843349457	0.017787326127290726	0.874810516834259	0.849124014377594	0.09842556715011597	0.8078965544700623	0.0393710657954216	0.027789510786533356	-0.0005872271140106022	-0.06319291144609451	0.10156341642141342	0.1127537190914154	0.0569441094994545	0.10145805031061172	0.06145671010017395	-0.055286578834056854	-0.1301988661289215	-0.05801922827959061	0.14574134349822998	0.1726588010787964	0.050887271761894226	0.14890103042125702	0.15930740535259247	0.06250769644975662	0.22900015115737915	0.1344350278377533	0.08106487989425659	0.12309060990810394	0.23760229349136353	0.10457804799079895	0.03633061796426773	0.11404387652873993	0.12011265009641647	0.1346065253019333	0.04854763299226761	0.2626408040523529	0.15632407367229462	0.16021911799907684	0.2757553458213806	
Non/couple/beau	0.10613637417554855	0.06517014652490616	0.05020343139767647	0.17680825293064117	0.01272871159017086	0.1304609775543213	0.0330955795943737	0.05505003780126572	0.07534916698932648	0.04623951390385628	0.05584710091352463	0.034089136868715286	0.12082891166210175	0.1321668028831482	0.07605127990245819	0.1550833135843277	0.0298633836209774	0.12201886624097824	0.07278557121753693	0.08537133038043976	0.08605485409498215	0.022844351828098297	0.11559836566448212	1.0	0.370157927274704	0.4101814031600952	0.3888658583164215	0.627496600151062	0.5833519697189331	0.15129287540912628	0.38263675570487976	0.6321538686752319	0.683219850063324	0.6737490892410278	0.17151586711406708	0.39620110392570496	0.18473759293556213	0.06539557129144669	0.0062324656173586845	0.3265390396118164	0.3577430248260498	0.2645628750324249	0.17453105747699738	0.1731550395488739	0.24426671862602234	0.03393781557679176	0.08016107231378555	-0.11608423292636871	0.05352449789643288	-0.027625594288110733	0.024965299293398857	0.05549638345837593	0.2599579691886902	0.02527425065636635	0.151866614818573	0.17689615488052368	-0.031201135367155075	0.10540179163217545	0.2197599858045578	0.1664571464061737	0.1820019781589508	0.041151486337184906	0.10318394750356674	0.04956687614321709	0.1454252451658249	0.13019731640815735	0.07644841074943542	-0.037824273109436035	0.0911450982093811	0.21071626245975494	0.15278929471969604	0.08566250652074814	0.14579378068447113	0.1784844547510147	0.08370691537857056	0.1222199946641922	0.04755405709147453	0.13912856578826904	0.0434931181371212	0.07582072168588638	0.15887370705604553	0.07245877385139465	0.3807295858860016	0.09310562908649445	0.253605455160141	-0.01048735249787569	0.34552666544914246	0.08036398142576218	0.15645726025104523	-0.030142594128847122	0.030190052464604378	0.03399862349033356	0.04117165133357048	0.6397391557693481	0.5709745287895203	0.7539533376693726	0.11338173598051071	0.6921147108078003	0.3158683776855469	0.3446703255176544	0.35776692628860474	0.2855229377746582	0.26901501417160034	0.6469265818595886	0.16337800025939941	0.42938855290412903	0.20952121913433075	0.25127434730529785	0.4262520968914032	0.42432981729507446	0.2472289353609085	0.2611546814441681	0.4573030471801758	0.4386630058288574	0.2699967324733734	
Oui/marquise/belle	0.2030843198299408	0.09723452478647232	-0.013607727363705635	0.3001013994216919	0.1315578669309616	0.289065957069397	0.1493190973997116	0.14964109659194946	0.039142265915870667	0.21887852251529694	0.15694043040275574	0.11618436127901077	0.2340230792760849	0.09691394865512848	0.09435123205184937	0.1997440904378891	0.04813425987958908	0.09083013981580734	0.07648289203643799	0.08374637365341187	0.15640456974506378	0.1970077008008957	0.24672923982143402	0.370157927274704	1.0	0.7417054772377014	0.2531319856643677	0.4143504202365875	0.5808280110359192	0.3642241954803467	0.5953181982040405	0.35351797938346863	0.3757319450378418	0.3761184513568878	0.11436138302087784	0.22574788331985474	0.42615389823913574	0.22015762329101562	0.06522808969020844	0.24597963690757751	0.2110099196434021	0.2362186759710312	0.26247990131378174	0.1643434464931488	0.15824884176254272	0.10745462775230408	0.12433145195245743	-0.25288820266723633	0.08416318893432617	-0.03525630012154579	0.08840665966272354	0.041278719902038574	0.17163892090320587	0.06383146345615387	0.2028151899576187	0.11966022849082947	-0.023035626858472824	0.05396663770079613	0.0810714066028595	0.15797406435012817	0.05333620682358742	0.02609565295279026	0.005861999001353979	0.12099330872297287	0.09981098771095276	0.17293792963027954	0.03666413202881813	-0.011097576469182968	0.11367738991975784	0.12760548293590546	0.14315851032733917	0.09803737699985504	0.20932640135288239	0.20783959329128265	0.055656034499406815	0.03480765223503113	0.08245542645454407	0.043715059757232666	0.2584644556045532	0.236832857131958	0.10904476046562195	0.2622271180152893	0.19008629024028778	0.05895902216434479	0.22879824042320251	0.14499470591545105	0.23112116754055023	0.13688424229621887	0.14784550666809082	0.16554602980613708	0.06257008761167526	0.08688897639513016	0.07680986821651459	0.3988400101661682	0.34448716044425964	0.39330771565437317	0.25314849615097046	0.38411274552345276	0.24775971472263336	0.3084389269351959	0.6716136336326599	0.1944936215877533	0.48551109433174133	0.3878757655620575	0.34526336193084717	0.39131829142570496	0.22935529053211212	0.3600742220878601	0.2902471125125885	0.34245970845222473	0.23277442157268524	0.5435556173324585	0.41329407691955566	0.4140072464942932	0.5186598896980286	
Oui/princesse/belle	0.26885145902633667	0.1532178670167923	-0.005287235137075186	0.34465745091438293	0.14882022142410278	0.35294097661972046	0.16347214579582214	0.159474179148674	0.110427625477314	0.22326049208641052	0.18595558404922485	0.1206057071685791	0.30678436160087585	0.16622617840766907	0.1157115176320076	0.21342450380325317	0.12149994820356369	0.1252175122499466	0.11593599617481232	0.14056269824504852	0.16355940699577332	0.2524024248123169	0.2906411290168762	0.4101814031600952	0.7417054772377014	1.0	0.3131328225135803	0.44488152861595154	0.4875309467315674	0.37044548988342285	0.6240675449371338	0.39537274837493896	0.4266241788864136	0.42365458607673645	0.14616572856903076	0.27720269560813904	0.4966127872467041	0.17806535959243774	0.023236656561493874	0.20530962944030762	0.2257886379957199	0.20139019191265106	0.2790530323982239	0.14508667588233948	0.15561994910240173	0.10210132598876953	0.01897233910858631	-0.2149391919374466	0.11372121423482895	-0.03592498227953911	0.11297543346881866	0.03728201240301132	0.23181168735027313	0.0925266370177269	0.23583343625068665	0.12718410789966583	-0.046972449868917465	-9.07756038941443e-05	0.13509133458137512	0.22037196159362793	0.0956825390458107	-0.03725692257285118	0.05916421860456467	0.08748702704906464	0.12984684109687805	0.16483594477176666	0.026360606774687767	-0.002202508505433798	0.08003263175487518	0.13224223256111145	0.11111532151699066	0.08336073905229568	0.2635503113269806	0.2519106864929199	0.15195806324481964	0.10916364192962646	0.11585841327905655	0.0914463922381401	0.29600533843040466	0.29277506470680237	0.13071110844612122	0.3257075548171997	0.25289735198020935	0.023288503289222717	0.2405213564634323	0.05969630926847458	0.23138131201267242	0.19455765187740326	0.07549360394477844	0.10847209393978119	0.041733551770448685	0.10779305547475815	0.048696309328079224	0.40751808881759644	0.30360257625579834	0.5069953799247742	0.3472774922847748	0.4113430380821228	0.2885001003742218	0.3497724235057831	0.6988524198532104	0.275980681180954	0.44258925318717957	0.39425429701805115	0.39911124110221863	0.4433993995189667	0.35400646924972534	0.4321298599243164	0.3757169544696808	0.3816879987716675	0.3690051734447479	0.6034675240516663	0.4445781409740448	0.4413933753967285	0.578027606010437	
Oui/chevaux/beaux	0.14302638173103333	0.10583972185850143	-0.029469745233654976	0.16766196489334106	0.09012311697006226	0.18117019534111023	0.0704929307103157	0.11154382675886154	0.12572145462036133	0.10864786058664322	0.1904519647359848	0.1399986892938614	0.058107081800699234	0.10109371691942215	0.12836945056915283	0.17322160303592682	0.1132759377360344	0.145578071475029	0.12472280859947205	0.1659441590309143	0.1792181134223938	0.040845707058906555	0.07316212356090546	0.3888658583164215	0.2531319856643677	0.3131328225135803	1.0	0.38427621126174927	0.40048524737358093	0.19326336681842804	0.28177380561828613	0.341286838054657	0.36612775921821594	0.39155954122543335	0.432199627161026	0.22968429327011108	0.17975667119026184	0.0656019002199173	0.263892263174057	0.1910012811422348	0.2169770747423172	0.2250426858663559	0.33075788617134094	0.1637023538351059	0.12193275988101959	-0.05382090061903	0.2981739342212677	-0.044076357036828995	0.006201720330864191	0.00018895967514254153	0.08997616171836853	0.1096319779753685	0.19579221308231354	0.06383835524320602	0.223788782954216	0.12622089684009552	0.017259294167160988	0.08755043894052505	0.16728948056697845	0.17476487159729004	0.13189704716205597	0.004431818146258593	0.07055028527975082	0.024799039587378502	0.13300897181034088	0.11931414902210236	0.10158897191286087	0.014554708264768124	0.17487658560276031	0.10359318554401398	0.1130964607000351	0.1309259533882141	0.18140798807144165	0.19096505641937256	0.11776085197925568	0.1743784248828888	0.06984055787324905	0.09485938400030136	0.03273329883813858	0.05953718349337578	0.16858656704425812	0.08597760647535324	0.22205069661140442	0.25885501503944397	0.30536261200904846	0.05051909387111664	0.1966337114572525	0.21703724563121796	0.10943134129047394	0.06796545535326004	0.2645503282546997	0.08073460310697556	0.08288931846618652	0.29051023721694946	0.29988473653793335	0.40259650349617004	0.16251859068870544	0.3607155680656433	0.6063153147697449	0.7154425978660583	0.24652940034866333	0.4784504175186157	0.20363932847976685	0.3727273941040039	0.08890509605407715	0.24874190986156464	0.3959706723690033	0.09855154156684875	0.2315259873867035	0.27976253628730774	0.4288022816181183	0.14561526477336884	0.24380353093147278	0.23801234364509583	0.1346254199743271	
Oui/violon/beau	0.1555113047361374	0.14851661026477814	0.008041376248002052	0.19508439302444458	0.13380324840545654	0.2105080783367157	0.13154380023479462	0.20701639354228973	0.16520696878433228	0.1693885177373886	0.19703316688537598	0.15237845480442047	0.11204765737056732	0.08462134003639221	0.07587846368551254	0.08760281652212143	0.03178398311138153	0.15097324550151825	0.03988594189286232	0.02958066388964653	0.13208377361297607	0.09329012036323547	0.14308470487594604	0.627496600151062	0.4143504202365875	0.44488152861595154	0.38427621126174927	1.0	0.5698795318603516	0.25474533438682556	0.3902103006839752	0.6404469609260559	0.7117658853530884	0.6416876912117004	0.1582850068807602	0.404582142829895	0.18906714022159576	0.12726889550685883	0.08486361801624298	0.3654611110687256	0.3606680929660797	0.30240216851234436	0.1283242255449295	0.25933390855789185	0.36555275321006775	0.022219417616724968	0.1369750201702118	-0.20369437336921692	0.08790718764066696	0.0042797415517270565	0.15434987843036652	0.1196751594543457	0.15480434894561768	0.08438178896903992	0.13786980509757996	0.06433571130037308	-0.02456313744187355	0.10093598067760468	0.2062627226114273	0.16308118402957916	0.16689370572566986	0.09924307465553284	0.09906963258981705	0.03598260134458542	0.10522712022066116	0.15718165040016174	0.12356863170862198	0.013773697428405285	0.1586734503507614	0.10763907432556152	0.10944238305091858	0.12444380670785904	0.12487395852804184	0.16674672067165375	0.037071630358695984	0.06621623039245605	0.003231392940506339	0.07164215296506882	0.1340360939502716	0.09852949529886246	0.11069072037935257	0.17139190435409546	0.429590106010437	0.11486776173114777	0.2613646388053894	0.0682847797870636	0.40202829241752625	0.09024570137262344	0.19572065770626068	0.042330313473939896	0.17277073860168457	0.1139361709356308	0.15160904824733734	0.5800521373748779	0.5579786896705627	0.7038087248802185	0.19735148549079895	0.6785966753959656	0.3846184015274048	0.4099183678627014	0.44354569911956787	0.32550400495529175	0.3360075056552887	0.6643822193145752	0.23719686269760132	0.4428870677947998	0.276050329208374	0.22757133841514587	0.40931811928749084	0.46885064244270325	0.28239715099334717	0.388855904340744	0.5083416700363159	0.478117972612381	0.34241238236427307	
Oui/baron/beau	0.10024815052747726	0.05410223826766014	-0.07060214877128601	0.1692999303340912	0.03492080792784691	0.1628066748380661	0.07783346623182297	0.14714792370796204	0.11450061947107315	0.10294941067695618	0.15202009677886963	0.10076675564050674	0.10244044661521912	0.13398680090904236	0.058448512107133865	0.13556960225105286	0.06358397752046585	0.11345530301332474	0.07846091687679291	0.13355380296707153	0.16934415698051453	0.04039837792515755	0.10821934044361115	0.5833519697189331	0.5808280110359192	0.4875309467315674	0.40048524737358093	0.5698795318603516	1.0	0.22741471230983734	0.3610166013240814	0.5075201988220215	0.5908908247947693	0.5697193145751953	0.18626058101654053	0.346527636051178	0.1987755447626114	0.10642179846763611	0.0969463661313057	0.3034864366054535	0.2855603098869324	0.23998458683490753	0.229292631149292	0.24629434943199158	0.22296960651874542	0.10161411762237549	0.16263286769390106	-0.16516059637069702	0.024334799498319626	-0.03460349887609482	0.12975214421749115	0.04386831820011139	0.16168412566184998	0.031225573271512985	0.15755358338356018	0.10257510095834732	0.0015282828826457262	0.05781417712569237	0.14548932015895844	0.11429031193256378	0.07836174219846725	-0.018542826175689697	0.0836961641907692	0.0945201963186264	0.12204515188932419	0.14290682971477509	0.07195252180099487	-0.00892345979809761	0.10603988915681839	0.18405209481716156	0.1579274982213974	0.07659395784139633	0.1969933956861496	0.1604388952255249	0.0814695730805397	0.07930080592632294	0.08432327955961227	0.12590187788009644	0.07478523254394531	0.06540259718894958	0.14257074892520905	0.07519493997097015	0.3347820043563843	0.08193490654230118	0.28554481267929077	0.05844048410654068	0.30795228481292725	0.12427406758069992	0.1335354745388031	0.021787909790873528	0.1385485976934433	0.05885150656104088	0.035177942365407944	0.4845874607563019	0.4728642404079437	0.6277798414230347	0.15598264336585999	0.5648653507232666	0.3534786105155945	0.40133363008499146	0.4025978446006775	0.25568312406539917	0.27674469351768494	0.6153119802474976	0.15476000308990479	0.46397027373313904	0.18957363069057465	0.20173124969005585	0.38544654846191406	0.4514942169189453	0.20225369930267334	0.28814616799354553	0.49311399459838867	0.4622468650341034	0.24575065076351166	
Oui/fleurs/belles	0.2014167159795761	0.14620210230350494	0.07686609029769897	0.12047550827264786	0.22257502377033234	0.19926422834396362	0.1265448033809662	0.2925293743610382	0.17663218080997467	0.1814512014389038	0.15114843845367432	0.3330974578857422	-0.0006664827233180404	0.09265343099832535	0.07942280173301697	0.021749673411250114	0.10012468695640564	0.1554585099220276	0.23226119577884674	0.11881519109010696	0.10122055560350418	0.07583948969841003	0.02921074628829956	0.15129287540912628	0.3642241954803467	0.37044548988342285	0.19326336681842804	0.25474533438682556	0.22741471230983734	1.0	0.3645169138908386	0.247853085398674	0.19479025900363922	0.1766730099916458	0.08738197386264801	0.12586063146591187	0.17064307630062103	0.09976106137037277	0.2911973297595978	0.14221370220184326	0.15842792391777039	0.2230197936296463	0.13548079133033752	0.19310279190540314	0.1845693588256836	0.1660141497850418	0.13610543310642242	-0.003392381127923727	0.21654000878334045	-0.003998349420726299	0.1673969179391861	0.2585070729255676	0.26323023438453674	0.18298505246639252	0.11644801497459412	0.11718140542507172	0.10133446753025055	0.0876355841755867	0.14293590188026428	0.15230342745780945	0.00021781449322588742	0.05392249673604965	0.1385621428489685	0.18855378031730652	0.2162337303161621	0.18715088069438934	0.1727163940668106	0.19061753153800964	0.19662906229496002	0.18611782789230347	0.23140454292297363	0.03868982195854187	0.0368320494890213	0.03920752927660942	0.12510491907596588	0.11946079134941101	0.09132006019353867	0.07947886735200882	0.07543151080608368	0.08309561014175415	0.13527947664260864	0.050001274794340134	0.15419164299964905	0.10433828830718994	0.19342966377735138	0.07490745931863785	0.1142365038394928	0.23813101649284363	0.1165909469127655	0.30469998717308044	0.04907466471195221	0.1931091696023941	0.0708431825041771	0.11500683426856995	0.17244553565979004	0.2097398340702057	0.32447534799575806	0.23150628805160522	0.12485689669847488	0.3728880286216736	0.3131534457206726	0.2181376814842224	0.3079405128955841	0.24335138499736786	0.26925352215766907	0.22170746326446533	0.1660040318965912	0.28277868032455444	0.19235466420650482	0.1743619441986084	0.1878221482038498	0.2801697850227356	0.2272454798221588	0.303274542093277	0.2468227744102478	
Oui/maison/belle	0.15857577323913574	0.0808883011341095	0.04810602590441704	0.21696384251117706	0.09144915640354156	0.27614039182662964	0.09429662674665451	0.14815936982631683	0.0034404397010803223	0.15993474423885345	0.09771402180194855	0.08121256530284882	0.2028476893901825	0.13624067604541779	0.1675758808851242	0.24168995022773743	0.1222456768155098	0.17100317776203156	0.16110600531101227	0.12878075242042542	0.26225242018699646	0.19203133881092072	0.2443540245294571	0.38263675570487976	0.5953181982040405	0.6240675449371338	0.28177380561828613	0.3902103006839752	0.3610166013240814	0.3645169138908386	1.0	0.3237432837486267	0.39318040013313293	0.4082944691181183	0.10581102967262268	0.18097403645515442	0.3307342529296875	0.31338801980018616	0.09644220769405365	0.21792365610599518	0.2626332938671112	0.16857142746448517	0.34042155742645264	0.10666480660438538	0.16819670796394348	0.10676632076501846	0.0992211252450943	-0.10184154659509659	0.06741362810134888	0.0410013273358345	0.09664638340473175	0.13828110694885254	0.25635629892349243	0.16464589536190033	0.2144683450460434	0.24485565721988678	0.022307801991701126	0.244165301322937	0.19185200333595276	0.2532295286655426	0.1799241155385971	-0.005793982185423374	0.03946670889854431	0.20117829740047455	0.2758576273918152	0.22558380663394928	0.06924167275428772	0.04178221896290779	0.17177262902259827	0.20429624617099762	0.2120620459318161	0.13230159878730774	0.2506349980831146	0.3072362542152405	0.17166368663311005	0.14609907567501068	0.17261482775211334	0.18947291374206543	0.2073473036289215	0.20460698008537292	0.21398353576660156	0.20891650021076202	0.15351909399032593	0.08434799313545227	0.10877920687198639	0.1299421787261963	0.2030176818370819	0.1473502516746521	0.16339923441410065	0.183296799659729	0.05260252580046654	0.11008649319410324	0.004789312835782766	0.40470972657203674	0.3764239251613617	0.3870753347873688	0.27677473425865173	0.37807488441467285	0.24671155214309692	0.28922903537750244	0.6709299087524414	0.22634004056453705	0.5146740078926086	0.3630298376083374	0.3710585832595825	0.3279322385787964	0.24490177631378174	0.38371148705482483	0.2431226372718811	0.2597620487213135	0.26316893100738525	0.48762136697769165	0.31526118516921997	0.3242412507534027	0.4269659221172333	
Oui/visage/beau	0.14626067876815796	0.08722532540559769	-0.01220596581697464	0.16170108318328857	0.26753705739974976	0.13366587460041046	0.10785070061683655	0.09676021337509155	0.16600149869918823	0.18446090817451477	0.19062866270542145	0.0761822983622551	0.1276395320892334	0.07270006835460663	0.25737231969833374	0.13270962238311768	0.03643422573804855	0.1565839946269989	0.0883176177740097	0.12842655181884766	0.08106476068496704	0.1009569987654686	0.13952228426933289	0.6321538686752319	0.35351797938346863	0.39537274837493896	0.341286838054657	0.6404469609260559	0.5075201988220215	0.247853085398674	0.3237432837486267	1.0	0.7063143849372864	0.6146199703216553	0.1736152619123459	0.34834399819374084	0.16202256083488464	0.06191876158118248	0.055991776287555695	0.2939164340496063	0.33141735196113586	0.2897328734397888	0.10440602153539658	0.24907198548316956	0.29819655418395996	0.04960116371512413	0.1260291486978531	-0.15414975583553314	0.31760942935943604	0.003894808003678918	0.09900432080030441	0.12499652802944183	0.22164809703826904	0.09925588220357895	0.1860925704240799	0.16727781295776367	0.08115402609109879	0.04224568232893944	0.1035187765955925	0.08840704709291458	0.059806354343891144	0.07560969889163971	0.18484830856323242	0.19776028394699097	0.1593690812587738	0.144394189119339	0.15934954583644867	0.011130327358841896	0.07750523090362549	0.1580066829919815	0.15981577336788177	0.1416197568178177	0.1885378509759903	0.16506536304950714	0.074969582259655	0.11290879547595978	0.13936464488506317	0.105185866355896	0.1259576380252838	0.08159785717725754	0.14276517927646637	0.13905371725559235	0.31429654359817505	0.133510023355484	0.22114291787147522	0.06640388071537018	0.36132293939590454	0.08269941061735153	0.15385781228542328	0.01619527116417885	0.08506086468696594	0.1851828545331955	0.05069982260465622	0.5912051796913147	0.5627778768539429	0.6774672865867615	0.16584034264087677	0.6901531219482422	0.3876895308494568	0.42235884070396423	0.4090864658355713	0.4323551058769226	0.3053842782974243	0.701465904712677	0.2672957479953766	0.41484665870666504	0.2245549112558365	0.17416596412658691	0.44404080510139465	0.4627701938152313	0.26261791586875916	0.2957893908023834	0.5269572138786316	0.4794852137565613	0.27776628732681274	
Oui/pantalon/beau	0.15292730927467346	0.09178575128316879	-0.08915144205093384	0.1822744756937027	0.13720735907554626	0.24280229210853577	0.13209062814712524	0.15399587154388428	0.1135457307100296	0.1785489320755005	0.2732171416282654	0.14799481630325317	0.17008167505264282	0.21592316031455994	0.09336525201797485	0.12644578516483307	0.16720342636108398	0.12528526782989502	0.09367717057466507	0.1057971864938736	0.16194725036621094	0.18873193860054016	0.205769345164299	0.683219850063324	0.3757319450378418	0.4266241788864136	0.36612775921821594	0.7117658853530884	0.5908908247947693	0.19479025900363922	0.39318040013313293	0.7063143849372864	1.0	0.7328391671180725	0.22895589470863342	0.4506787657737732	0.1954488903284073	0.13603575527668	0.004115555435419083	0.4067717492580414	0.4353058636188507	0.31274643540382385	0.17472003400325775	0.37046918272972107	0.3787389099597931	-0.008097434416413307	0.16660387814044952	-0.16637922823429108	0.14146198332309723	-0.004170560743659735	0.13357867300510406	0.11111072450876236	0.17979860305786133	0.21163839101791382	0.25438961386680603	0.13559255003929138	-0.015960894525051117	0.13982939720153809	0.11827610433101654	0.06971895694732666	0.09075939655303955	0.021362580358982086	0.08473441004753113	0.1797724962234497	0.31015363335609436	0.1367698609828949	0.13807480037212372	-0.07817837595939636	0.10504303127527237	0.20820006728172302	0.20411473512649536	0.05471546947956085	0.17550617456436157	0.21067874133586884	0.19409668445587158	0.13743655383586884	0.11066985875368118	0.1590234637260437	0.19243478775024414	0.17121072113513947	0.16117402911186218	0.18343907594680786	0.3664463758468628	0.14415320754051208	0.2750631868839264	-0.021836625412106514	0.48572680354118347	0.09352870285511017	0.1900964081287384	0.026727164164185524	0.1707794964313507	0.058595702052116394	0.05815460905432701	0.6215105652809143	0.6038652658462524	0.7437148094177246	0.3543744385242462	0.8003332018852234	0.41499248147010803	0.4269239902496338	0.4049800932407379	0.37237459421157837	0.2884988486766815	0.8124369978904724	0.280166894197464	0.38963887095451355	0.23743923008441925	0.11483181267976761	0.4699000120162964	0.4631395637989044	0.29134610295295715	0.30438363552093506	0.5567465424537659	0.49661630392074585	0.26556912064552307	
Oui/bateau/beau	0.1146138459444046	0.0775664672255516	-0.011066262610256672	0.1780221313238144	0.07286601513624191	0.21272194385528564	0.0650104284286499	0.13072313368320465	0.09162990003824234	0.14150236546993256	0.20368637144565582	0.0958707258105278	0.12680232524871826	0.15378768742084503	0.09654711931943893	0.16017316281795502	0.08952315896749496	0.18074263632297516	0.09806599467992783	0.10953021794557571	0.1491071879863739	0.09483639895915985	0.15386153757572174	0.6737490892410278	0.3761184513568878	0.42365458607673645	0.39155954122543335	0.6416876912117004	0.5697193145751953	0.1766730099916458	0.4082944691181183	0.6146199703216553	0.7328391671180725	1.0	0.1905125230550766	0.36966627836227417	0.15426088869571686	0.11627237498760223	0.06410208344459534	0.3944234848022461	0.3629300892353058	0.31386175751686096	0.18431693315505981	0.29937997460365295	0.2917200028896332	0.22432012856006622	0.18940411508083344	-0.12116873264312744	0.125245600938797	0.004980196710675955	0.14667895436286926	0.10893218964338303	0.246470108628273	0.13850213587284088	0.2198096513748169	0.14936088025569916	-0.029059618711471558	0.15347841382026672	0.16074660420417786	0.11542632430791855	0.1388467401266098	0.04591449722647667	0.1062355786561966	0.1655445396900177	0.2433006763458252	0.18580064177513123	0.17813818156719208	0.03723641857504845	0.1550869196653366	0.24606694281101227	0.20163123309612274	0.11867716908454895	0.17718447744846344	0.22846364974975586	0.15437912940979004	0.11985890567302704	0.10703238099813461	0.14105555415153503	0.10635114461183548	0.0943470373749733	0.17374327778816223	0.12125944346189499	0.3134256601333618	0.11064743995666504	0.25649571418762207	0.13774548470973969	0.3678185045719147	0.09714245796203613	0.16285106539726257	0.050459906458854675	0.12418458610773087	0.03340810909867287	0.09679588675498962	0.6049220561981201	0.5545436143875122	0.6807156205177307	0.19272266328334808	0.6987872123718262	0.3981294333934784	0.3661248981952667	0.40644919872283936	0.23499120771884918	0.2959984242916107	0.7241800427436829	0.24367572367191315	0.37534576654434204	0.23221080005168915	0.1394462138414383	0.46470531821250916	0.41663864254951477	0.26654356718063354	0.2670303285121918	0.5072246789932251	0.4323156476020813	0.24231547117233276	
