	Oui/vie/saine	Oui/personne/saine	Oui/peau/saine	Oui/nourriture/saine	Oui/chair/saine	Oui/écorces/saines	Oui/dents/saines	Oui/bouche/saine	Oui/jambe/saine	Oui/feuilles/saines	Non/colère/saine	Oui/bretelles/fines	Oui/peau/fine	Oui/couche/fine	Oui/robe/fine	Oui/lames/fines	Oui/feuilles/fines	Oui/moustaches/fines	Oui/laine/fine	Oui/tissu/fin	Oui/matelas/fin	Non/observateur/fin	Oui/marquise/belle	Oui/princesse/belle	Oui/chevaux/beaux	Oui/violon/beau	Oui/baron/beau	Oui/fleurs/belles	Oui/maison/belle	Oui/visage/beau	Oui/pantalon/beau	Oui/bateau/beau	Non/couple/beau	Oui/salle/grande	Oui/arbres/grands	Oui/escalier/grand	Oui/supermarché/grand	Oui/chapiteau/grand	Oui/écurie/grande	Oui/chapeau/grand	Oui/couteau/grand	Oui/îles/grandes	Oui/panneaux/grands	Non/journalistes/grands	Oui/lèvres/brillantes	Oui/veine/brillante	Oui/épées/brillantes	Oui/boule/brillante	Oui/constellations/brillantes	Oui/tissu/brillant	Oui/cuirasse/brillante	Oui/sphère/brillante	Oui/halo/brillant	Oui/pièces/brillantes	Non/idée/brillante	Oui/éclats/brillants	Oui/dents/brillantes	Oui/lunettes/brillantes	Oui/chaussures/brillantes	Oui/cristaux/brillants	Oui/lame/brillante	Oui/lune/brillante	Oui/métal/brillant	Oui/anneau/brillant	Oui/aiguilles/brillantes	Non/élève/brillant	Oui/moustache/fine	Oui/membrane/fine	Oui/sandales/fines	Oui/pattes/fines	Oui/lunettes/fines	Oui/bandes/fines	Oui/mouchoir/fin	Oui/collier/fin	Oui/cigarettes/fines	Oui/stylet/fin	Non/ouïe/fine	Oui/cadres/grands	Oui/lévrier/grand	Oui/nef/grande	Oui/portefeuille/grand	Oui/figurines/grandes	Oui/salon/grand	Oui/fenêtres/grandes	Oui/carnets/grands	Oui/mains/grandes	Oui/arc/grand	Non/chanteur/grand	Oui/salon/beau	Oui/garçon/beau	Oui/robe/belle	Oui/bracelet/beau	Oui/sièges/beaux	Oui/feuillages/beaux	Oui/cathédrale/belle	Oui/seins/beaux	Oui/table/belle	Oui/chapeau/beau	Non/temps/beau	Oui/père/bon	Oui/élèves/bons	Oui/mère/bonne	Oui/nageur/bon	Oui/tireur/bon	Oui/étudiants/bons	Oui/professeure/bonne	Oui/commandant/bon	Oui/jardinier/bon	Oui/comédienne/bonne	Non/douche/bonne
Oui/visage/beau	0.2714705169200897	0.25625109672546387	0.3226124048233032	0.2661057114601135	0.2465837597846985	0.031756121665239334	0.10610589385032654	0.2912469208240509	0.284036785364151	0.05047596991062164	0.2461850643157959	0.06959398835897446	0.39578449726104736	0.32124847173690796	0.37537944316864014	0.007792043033987284	0.13496194779872894	0.1521243005990982	0.30420538783073425	0.3777630031108856	0.38980600237846375	0.3635830879211426	0.5110589861869812	0.4647798538208008	0.4840931296348572	0.7741774916648865	0.6589991450309753	0.2914525270462036	0.5838934183120728	1.0	0.777927041053772	0.7006719708442688	0.6949532628059387	0.39537709951400757	0.2167733907699585	0.4113249182701111	0.488709032535553	0.5161505341529846	0.32822778820991516	0.5331056118011475	0.5122488737106323	0.16335275769233704	0.2476908564567566	0.11963197588920593	0.042442064732313156	0.2143862396478653	0.07157479971647263	0.21811416745185852	0.059032175689935684	0.36658793687820435	0.36072421073913574	0.07541489601135254	0.3321555256843567	0.06416051089763641	0.30168935656547546	0.15354321897029877	0.15348660945892334	0.1071639209985733	0.035684939473867416	0.1182602122426033	0.2799680531024933	0.20497164130210876	0.33956772089004517	0.40085741877555847	0.02525581605732441	0.35955119132995605	0.37148740887641907	0.33168041706085205	0.1610700786113739	0.13558796048164368	0.16332674026489258	0.06626003980636597	0.47394391894340515	0.4586712419986725	0.0713806077837944	0.4191049039363861	0.24936391413211823	0.27321919798851013	0.48715540766716003	0.3733157217502594	0.46245163679122925	0.1971045881509781	0.5060943365097046	0.23501846194267273	0.1742447018623352	0.24041159451007843	0.44600895047187805	0.42953452467918396	0.6725495457649231	0.7690252065658569	0.592881441116333	0.7368898987770081	0.463495671749115	0.4070494771003723	0.5116275548934937	0.46735039353370667	0.5512117743492126	0.797479510307312	0.5781963467597961	0.4919402301311493	0.2044411152601242	0.40190476179122925	0.5038157105445862	0.4575014114379883	0.2631327509880066	0.2996223568916321	0.52901291847229	0.5338858962059021	0.29524779319763184	0.4620979130268097	
Oui/pantalon/beau	0.3083329498767853	0.2773977220058441	0.3187504708766937	0.26319342851638794	0.3092995584011078	0.06045747548341751	0.14131610095500946	0.2966686189174652	0.30724596977233887	0.05812681466341019	0.29658254981040955	0.0690743625164032	0.40270254015922546	0.34418028593063354	0.4144507646560669	0.010348466224968433	0.18620389699935913	0.21134249866008759	0.3427148461341858	0.4045981168746948	0.450425386428833	0.36921244859695435	0.596440315246582	0.5274535417556763	0.5119970440864563	0.8189842700958252	0.6860830187797546	0.3083510398864746	0.6068795919418335	0.777927041053772	1.0	0.7524701952934265	0.7398018836975098	0.4189320504665375	0.2040918618440628	0.5064839124679565	0.5797666907310486	0.5909585356712341	0.37118324637413025	0.642540454864502	0.5828462243080139	0.19700956344604492	0.32551321387290955	0.14180713891983032	0.03110809065401554	0.21922677755355835	0.024566926062107086	0.18084685504436493	0.05835682898759842	0.38173940777778625	0.37733012437820435	0.09329310059547424	0.300937294960022	0.03718540072441101	0.32372891902923584	0.09703916311264038	0.05276291444897652	0.043926022946834564	0.01476394385099411	0.09118437767028809	0.2963942587375641	0.16677697002887726	0.37576666474342346	0.4197663962841034	0.018389781937003136	0.3468441069126129	0.4408612549304962	0.43477892875671387	0.27137699723243713	0.0632995143532753	0.2885552942752838	0.09453365951776505	0.5451986789703369	0.5216204524040222	0.1262221485376358	0.39753636717796326	0.24795617163181305	0.3447427749633789	0.5128577947616577	0.44939929246902466	0.5645298957824707	0.2716670036315918	0.6019166111946106	0.28344470262527466	0.3108704388141632	0.2786397933959961	0.5438072085380554	0.48283150792121887	0.7123701572418213	0.774519145488739	0.6520557403564453	0.8251016736030579	0.44878846406936646	0.3967447578907013	0.6623611450195312	0.4557991027832031	0.7140716314315796	0.7794715166091919	0.6075179576873779	0.516369104385376	0.24458971619606018	0.4468938410282135	0.5245088934898376	0.470398873090744	0.2983698844909668	0.3177730143070221	0.5452377200126648	0.5213081240653992	0.2406269609928131	0.528769850730896	
Oui/bateau/beau	0.28316324949264526	0.27140742540359497	0.3138839602470398	0.251851886510849	0.27519476413726807	0.058845195919275284	0.12297455966472626	0.29274341464042664	0.27661994099617004	0.056040313094854355	0.22311557829380035	0.1086103618144989	0.3969710171222687	0.3336853086948395	0.4084317982196808	0.015576450154185295	0.16280841827392578	0.1763644963502884	0.34116607904434204	0.37967702746391296	0.4085823893547058	0.3255239427089691	0.589941680431366	0.5129289031028748	0.481979638338089	0.7304087281227112	0.688005268573761	0.3209072947502136	0.5440420508384705	0.7006719708442688	0.7524701952934265	1.0	0.6662684679031372	0.3785422742366791	0.22299587726593018	0.4131328761577606	0.45223066210746765	0.4648427963256836	0.33142441511154175	0.5539078712463379	0.547412097454071	0.1884184032678604	0.2468060553073883	0.07907363027334213	0.05435057729482651	0.21810290217399597	-0.004886895418167114	0.17894215881824493	0.043762125074863434	0.37003830075263977	0.3001710772514343	0.06257720291614532	0.32112225890159607	-0.005917958449572325	0.21007396280765533	0.07855939120054245	0.060036301612854004	0.05684681981801987	-0.002943970263004303	0.07257112860679626	0.28980129957199097	0.1319872885942459	0.35296332836151123	0.3859935700893402	-0.032120782881975174	0.2734990119934082	0.4255170226097107	0.3757307827472687	0.19594809412956238	0.02160527929663658	0.276032418012619	0.11084232479333878	0.4908871352672577	0.4366890490055084	0.08645936101675034	0.3864944279193878	0.23103484511375427	0.2980819344520569	0.46127188205718994	0.399707555770874	0.4729427695274353	0.26538053154945374	0.4985745847225189	0.22543668746948242	0.21190977096557617	0.18597418069839478	0.4438283443450928	0.4096401333808899	0.6490696668624878	0.6973010301589966	0.5988414883613586	0.7152615785598755	0.41827380657196045	0.41253426671028137	0.5655224919319153	0.377350777387619	0.6780470013618469	0.7318727374076843	0.5730206966400146	0.44916167855262756	0.23296646773815155	0.37777477502822876	0.514978289604187	0.448310911655426	0.30481696128845215	0.24591968953609467	0.47858431935310364	0.4806579351425171	0.2624261975288391	0.4805791974067688	
Non/couple/beau	0.17788952589035034	0.13368362188339233	0.19191695749759674	0.1810877025127411	0.15733684599399567	0.02702132612466812	0.04922056570649147	0.175543412566185	0.18427810072898865	0.03294352442026138	0.15274374186992645	0.059979043900966644	0.3251733183860779	0.2992199659347534	0.3270750939846039	0.03821398690342903	0.20611874759197235	0.1720113903284073	0.2493767887353897	0.3434585928916931	0.3681260943412781	0.30697566270828247	0.5388393402099609	0.4436003863811493	0.5592204928398132	0.8165070414543152	0.7177095413208008	0.39330023527145386	0.5181206464767456	0.6949532628059387	0.7398018836975098	0.6662684679031372	1.0	0.30732131004333496	0.2339208871126175	0.36511069536209106	0.47447407245635986	0.43761730194091797	0.2735973298549652	0.5395927429199219	0.43128108978271484	0.1966227889060974	0.25977376103401184	0.12073966860771179	0.03755541518330574	0.24566584825515747	0.030969399958848953	0.17858831584453583	0.09489661455154419	0.33713558316230774	0.22942130267620087	0.076450876891613	0.29926797747612	0.03873560205101967	0.2511306405067444	0.09294793754816055	0.03222120180726051	0.02940514124929905	0.021120822057127953	0.09110554307699203	0.23702627420425415	0.12405220419168472	0.3626921772956848	0.3615787923336029	0.0416705347597599	0.3140404224395752	0.33951205015182495	0.3433631658554077	0.19979701936244965	0.008123107254505157	0.25264227390289307	0.15900978446006775	0.4513324797153473	0.41961365938186646	0.12053996324539185	0.3025032877922058	0.1284988969564438	0.31813952326774597	0.5110554099082947	0.3952160179615021	0.48554539680480957	0.2654607594013214	0.49778831005096436	0.2347453385591507	0.20979784429073334	0.18692775070667267	0.4439436197280884	0.40599656105041504	0.7312939167022705	0.76756751537323	0.5242217779159546	0.7430316209793091	0.38907817006111145	0.3415800929069519	0.5857357978820801	0.4535604417324066	0.6687728762626648	0.7021283507347107	0.5415591597557068	0.5416481494903564	0.34308502078056335	0.41197189688682556	0.42730680108070374	0.43741944432258606	0.3398571014404297	0.2293391078710556	0.5167650580406189	0.516854465007782	0.26102215051651	0.4008621275424957	
Oui/salle/grande	0.387143075466156	0.35508963465690613	0.37697476148605347	0.3923654556274414	0.3824176490306854	-0.0734555646777153	-0.006460375618189573	0.29206910729408264	0.34800174832344055	-0.04166906699538231	0.4350825846195221	0.06860334426164627	0.460997074842453	0.48789334297180176	0.5171968936920166	0.0005899135139770806	0.11547541618347168	0.09695397317409515	0.5745539665222168	0.2922239601612091	0.34204357862472534	0.33844736218452454	0.4998975098133087	0.4921555817127228	0.19902849197387695	0.4175194799900055	0.304198294878006	0.09007570892572403	0.5084556341171265	0.39537709951400757	0.4189320504665375	0.3785422742366791	0.30732131004333496	1.0	0.27032527327537537	0.5733688473701477	0.6519389748573303	0.630525529384613	0.7839609384536743	0.586628258228302	0.6089102625846863	0.375834584236145	0.3575946092605591	0.2322147786617279	-0.027219081297516823	0.3744274377822876	0.09694970399141312	0.43264511227607727	0.09171125292778015	0.40017592906951904	0.5820237994194031	0.29728418588638306	0.369668573141098	0.04740138724446297	0.5322203636169434	0.1347692906856537	0.059980664402246475	0.05287078022956848	0.04465295001864433	0.11479637026786804	0.4609498381614685	0.38745930790901184	0.40550920367240906	0.4293023347854614	0.09666279703378677	0.4103741943836212	0.46793222427368164	0.4994781017303467	0.10310199856758118	0.022782575339078903	0.12806765735149384	-0.025511613115668297	0.4321747124195099	0.3752880394458771	0.0392182357609272	0.30922162532806396	0.396164208650589	0.3468392789363861	0.5549648404121399	0.7401204109191895	0.5700287818908691	0.332559734582901	0.6359203457832336	0.37700632214546204	0.3035205602645874	0.34866273403167725	0.5575764775276184	0.5594752430915833	0.38208597898483276	0.39366817474365234	0.5620182752609253	0.45005953311920166	0.08656617999076843	0.12997490167617798	0.5293105840682983	0.18226958811283112	0.528156042098999	0.37490028142929077	0.3325357437133789	0.34368476271629333	0.0676180049777031	0.5336197018623352	0.3481742739677429	0.3346950113773346	0.09179410338401794	0.46847274899482727	0.39022377133369446	0.41243115067481995	0.3687320053577423	0.6216635704040527	
Oui/arbres/grands	-0.07507392019033432	-0.07664473354816437	-0.02217879891395569	-0.08857475221157074	-0.12301327288150787	0.2692188620567322	0.23373180627822876	-0.05853601545095444	-0.1166643425822258	0.35254350304603577	-0.0525592640042305	0.3464322090148926	0.10695118457078934	0.18142753839492798	0.10957179963588715	0.37890586256980896	0.4525719881057739	0.442618191242218	0.16927470266819	0.00678391894325614	0.13197380304336548	0.07748591154813766	0.14073927700519562	0.1281878501176834	0.5864043235778809	0.2595810294151306	0.17505411803722382	0.4810171127319336	0.20579829812049866	0.2167733907699585	0.2040918618440628	0.22299587726593018	0.2339208871126175	0.27032527327537537	1.0	0.43398070335388184	0.43078404664993286	0.4921547472476959	0.3755691945552826	0.4178619384765625	0.5058488249778748	0.6788149476051331	0.70311439037323	0.7146981358528137	0.2633369266986847	0.19981928169727325	0.3224274218082428	0.09506133198738098	0.2724054455757141	0.07041656225919724	0.08438300341367722	-0.21122437715530396	0.20406492054462433	0.2694277763366699	-0.010300891473889351	0.337780237197876	0.299437940120697	0.38543879985809326	0.28106415271759033	0.36984941363334656	-0.04494042694568634	-0.05474771186709404	0.17547719180583954	0.10680212825536728	0.23637530207633972	0.13867469131946564	0.13384898006916046	0.014901402406394482	0.3395594358444214	0.456354558467865	0.40898042917251587	0.45050856471061707	0.2043159306049347	0.23272916674613953	0.33113864064216614	0.13833998143672943	-0.024120816960930824	0.7570998668670654	0.37885594367980957	0.37089595198631287	0.4612462520599365	0.6495973467826843	0.349050909280777	0.7030453085899353	0.5872765779495239	0.609334409236908	0.5190486907958984	0.4553784132003784	0.18928466737270355	0.3108785152435303	0.14405909180641174	0.3027208745479584	0.43375834822654724	0.5350518226623535	0.20708778500556946	0.5763930082321167	0.14344331622123718	0.219392791390419	0.13325020670890808	0.23692958056926727	0.42913779616355896	0.19916123151779175	0.2969111502170563	0.24041636288166046	0.3236061632633209	0.01873916946351528	0.23842652142047882	0.2505355477333069	0.15644200146198273	0.14114636182785034	
Oui/escalier/grand	0.22856101393699646	0.22435688972473145	0.22660590708255768	0.1487620323896408	0.20148687064647675	-0.017603393644094467	0.04026014357805252	0.1920263022184372	0.16805529594421387	0.005453079007565975	0.1913321614265442	0.04117809236049652	0.31522196531295776	0.3319592773914337	0.36055511236190796	0.05860740691423416	0.18224692344665527	0.1862974464893341	0.3843946158885956	0.32148414850234985	0.41692137718200684	0.3861114978790283	0.4181324541568756	0.3323054611682892	0.24296662211418152	0.4221610426902771	0.38304850459098816	0.0868612676858902	0.4037472605705261	0.4113249182701111	0.5064839124679565	0.4131328761577606	0.36511069536209106	0.5733688473701477	0.43398070335388184	1.0	0.6896696090698242	0.7275903820991516	0.6573660969734192	0.6666039228439331	0.6818938851356506	0.37115657329559326	0.4193098545074463	0.2982681691646576	0.02660730853676796	0.2162182778120041	0.0296403206884861	0.21769504249095917	0.068170927464962	0.3623321056365967	0.34829699993133545	0.06944755464792252	0.3332885503768921	0.02537568472325802	0.28865185379981995	0.08170359581708908	0.02800048515200615	0.0345815010368824	0.034544724971055984	0.08918691426515579	0.3094649910926819	0.15385185182094574	0.37728461623191833	0.42627647519111633	0.04918156936764717	0.3104146122932434	0.35869288444519043	0.30304765701293945	0.15164372324943542	0.06438912451267242	0.23146486282348633	0.05280987545847893	0.5278716087341309	0.5014526844024658	0.08722405880689621	0.33637967705726624	0.2097434401512146	0.4902341663837433	0.5523877739906311	0.5682498812675476	0.6523036956787109	0.32458198070526123	0.6836143732070923	0.37844547629356384	0.3718535006046295	0.4079537093639374	0.6773366928100586	0.6704087853431702	0.45705798268318176	0.4028271734714508	0.3812238872051239	0.4681936502456665	0.13761144876480103	0.19067658483982086	0.43468207120895386	0.24826644361019135	0.3923031985759735	0.39555177092552185	0.42082464694976807	0.3760932385921478	0.18251925706863403	0.37137681245803833	0.4022864103317261	0.38567298650741577	0.15173453092575073	0.22075259685516357	0.3983747065067291	0.41576823592185974	0.18290364742279053	0.40771278738975525	
Oui/supermarché/grand	0.2224607616662979	0.21049357950687408	0.2116483449935913	0.23151972889900208	0.23798952996730804	-0.0589868389070034	-0.0037207757122814655	0.1695738434791565	0.19523382186889648	-0.009637709707021713	0.25966644287109375	0.03994021564722061	0.328630268573761	0.40519455075263977	0.38335317373275757	0.048314418643713	0.1499941349029541	0.18784667551517487	0.4174365997314453	0.413486510515213	0.48043403029441833	0.4175436794757843	0.37258055806159973	0.39221736788749695	0.26268789172172546	0.5647596120834351	0.41118812561035156	0.09123340994119644	0.43073955178260803	0.488709032535553	0.5797666907310486	0.45223066210746765	0.47447407245635986	0.6519389748573303	0.43078404664993286	0.6896696090698242	1.0	0.8512311577796936	0.6237793564796448	0.7953107357025146	0.7648690938949585	0.4283995032310486	0.4304007887840271	0.3789898455142975	0.02730693481862545	0.2941986620426178	0.1116948053240776	0.2878977954387665	0.12006287276744843	0.4746180772781372	0.39551955461502075	0.11875247210264206	0.48354071378707886	0.0914648175239563	0.3938694894313812	0.15137417614459991	0.07066847383975983	0.10709894448518753	0.07890628278255463	0.16504521667957306	0.31969866156578064	0.25231656432151794	0.5076469779014587	0.5292551517486572	0.0971590057015419	0.49309900403022766	0.4242936074733734	0.3929843008518219	0.1577000468969345	0.0464438833296299	0.20537082850933075	0.027214759960770607	0.5970731377601624	0.5777092576026917	0.11468170583248138	0.42508453130722046	0.26541629433631897	0.5330385565757751	0.7444475293159485	0.6571133136749268	0.7573115825653076	0.38297051191329956	0.8506642580032349	0.421225368976593	0.3934257924556732	0.4344635307788849	0.789246141910553	0.6632052659988403	0.5174802541732788	0.5553160905838013	0.4385148584842682	0.614685595035553	0.13250580430030823	0.17983019351959229	0.4982234835624695	0.2880249619483948	0.4433729648590088	0.46591517329216003	0.4289715588092804	0.5091072916984558	0.17372286319732666	0.505704402923584	0.521077036857605	0.5287686586380005	0.19935745000839233	0.3318884074687958	0.588843584060669	0.5504240989685059	0.2742749750614166	0.5492786169052124	
Oui/chapiteau/grand	0.19082312285900116	0.18136435747146606	0.19733202457427979	0.18104350566864014	0.20744796097278595	-0.020317887887358665	0.022450102493166924	0.15903232991695404	0.1696426123380661	0.04819662868976593	0.23285722732543945	0.09580092877149582	0.3178616166114807	0.3995051980018616	0.383934885263443	0.07925253361463547	0.2180384248495102	0.24079622328281403	0.4340417683124542	0.33593088388442993	0.4353986382484436	0.37245437502861023	0.3357484042644501	0.3467099964618683	0.34837138652801514	0.5452483892440796	0.37647300958633423	0.14868168532848358	0.4176595211029053	0.5161505341529846	0.5909585356712341	0.4648427963256836	0.43761730194091797	0.630525529384613	0.4921547472476959	0.7275903820991516	0.8512311577796936	1.0	0.6409552097320557	0.7576765418052673	0.7632735371589661	0.5036197900772095	0.5402434468269348	0.40441039204597473	0.05970565602183342	0.3042336106300354	0.17860320210456848	0.29006341099739075	0.1379503756761551	0.4204501211643219	0.4262790381908417	0.1045885756611824	0.44566550850868225	0.1438247561454773	0.3602854907512665	0.20998261868953705	0.14534595608711243	0.16420777142047882	0.12363014370203018	0.2242591232061386	0.2872520089149475	0.2412952035665512	0.46932944655418396	0.477652370929718	0.13195428252220154	0.4594854414463043	0.3968745172023773	0.3478929102420807	0.19436703622341156	0.13175716996192932	0.24824799597263336	0.07320079952478409	0.562799870967865	0.5415493845939636	0.11926862597465515	0.39042457938194275	0.27090591192245483	0.5556880831718445	0.6861888766288757	0.6383731365203857	0.7405110001564026	0.4757493734359741	0.7678447365760803	0.5016645789146423	0.45936119556427	0.4749909043312073	0.7693765163421631	0.6602002382278442	0.4975571632385254	0.5503483414649963	0.4325117766857147	0.6048471331596375	0.1923496276140213	0.2584196627140045	0.45235711336135864	0.37874293327331543	0.412927508354187	0.5285614728927612	0.42694950103759766	0.45321980118751526	0.15693974494934082	0.4169643819332123	0.48631009459495544	0.4341827630996704	0.15437239408493042	0.25986671447753906	0.4927198588848114	0.4870707392692566	0.24054230749607086	0.4689204692840576	
Oui/écurie/grande	0.304652601480484	0.26161709427833557	0.3178110718727112	0.3304746150970459	0.3033568263053894	-0.014147612266242504	-0.0036184119526296854	0.22849807143211365	0.26677635312080383	0.03059198707342148	0.32017794251441956	0.06331547349691391	0.376129686832428	0.38390618562698364	0.48335379362106323	0.03276688605546951	0.12971527874469757	0.1770917922258377	0.5294482707977295	0.23234039545059204	0.2815895080566406	0.28033024072647095	0.4542054235935211	0.4149857461452484	0.24695612490177155	0.3685494661331177	0.2645016014575958	0.2150682508945465	0.4730023741722107	0.32822778820991516	0.37118324637413025	0.33142441511154175	0.2735973298549652	0.7839609384536743	0.3755691945552826	0.6573660969734192	0.6237793564796448	0.6409552097320557	1.0	0.5639605522155762	0.5898967981338501	0.4635886251926422	0.39555081725120544	0.2991776764392853	0.029187863692641258	0.3735843002796173	0.21655060350894928	0.43330681324005127	0.12799254059791565	0.3180966079235077	0.5292940735816956	0.27550819516181946	0.3652264177799225	0.09990984946489334	0.4608688950538635	0.2046162486076355	0.16365398466587067	0.13628201186656952	0.10691150277853012	0.1767287254333496	0.37641215324401855	0.31325826048851013	0.33989548683166504	0.3540138900279999	0.1728295534849167	0.38879427313804626	0.4220472574234009	0.3798028826713562	0.15688490867614746	0.09491411596536636	0.14295265078544617	0.024164652451872826	0.3656940460205078	0.34831905364990234	0.0396006777882576	0.287428081035614	0.3152177929878235	0.3810396194458008	0.5166935324668884	0.7205313444137573	0.5446168780326843	0.38413041830062866	0.5471938848495483	0.4248233735561371	0.2948131561279297	0.4034489393234253	0.6050471663475037	0.6094803214073181	0.40784555673599243	0.3756464123725891	0.4544451832771301	0.3878558576107025	0.1437133401632309	0.2373037189245224	0.5223605632781982	0.2397630661725998	0.45305484533309937	0.36160361766815186	0.28468215465545654	0.3284447491168976	0.11782963573932648	0.46086037158966064	0.3037370443344116	0.26727792620658875	0.07695069164037704	0.36359527707099915	0.33861538767814636	0.4011385142803192	0.36461469531059265	0.5445463061332703	
Oui/chapeau/grand	0.2076524943113327	0.21692651510238647	0.1995585709810257	0.2064984142780304	0.2275039404630661	-0.012388770468533039	0.01696467399597168	0.17630738019943237	0.17339438199996948	-0.005638340953737497	0.24003659188747406	0.14272868633270264	0.36833781003952026	0.4352218210697174	0.44675716757774353	0.09542989730834961	0.2480921745300293	0.29466596245765686	0.4247855842113495	0.3741898536682129	0.480867862701416	0.3476482927799225	0.4322863817214966	0.3671383559703827	0.37617936730384827	0.5968990325927734	0.46461474895477295	0.1622469276189804	0.4702787399291992	0.5331056118011475	0.642540454864502	0.5539078712463379	0.5395927429199219	0.586628258228302	0.4178619384765625	0.6666039228439331	0.7953107357025146	0.7576765418052673	0.5639605522155762	1.0	0.7784363031387329	0.4152361750602722	0.5352346897125244	0.34380605816841125	0.0723884254693985	0.3031618595123291	0.09934108704328537	0.27336668968200684	0.11401978880167007	0.4344659447669983	0.42060190439224243	0.15675795078277588	0.4333919286727905	0.09107028692960739	0.3417588174343109	0.14021897315979004	0.08790335059165955	0.10553282499313354	0.08530817180871964	0.17734703421592712	0.3462051749229431	0.2202625721693039	0.45318037271499634	0.48892632126808167	0.09774988889694214	0.3910042941570282	0.4991214871406555	0.4161599278450012	0.2675378918647766	0.12641803920269012	0.35615020990371704	0.13845700025558472	0.6232479810714722	0.5945619344711304	0.146386981010437	0.4359573721885681	0.302937388420105	0.5924752354621887	0.6940208673477173	0.6692844033241272	0.7988367676734924	0.4721541702747345	0.7738177180290222	0.4670465588569641	0.4973366856575012	0.526244580745697	0.8016853332519531	0.6527953147888184	0.5018973350524902	0.570143461227417	0.4880264699459076	0.6690959334373474	0.22743529081344604	0.21268396079540253	0.5096626877784729	0.3931240439414978	0.5458689332008362	0.5591480731964111	0.4523773193359375	0.487581729888916	0.20755338668823242	0.5042511820793152	0.4772348999977112	0.5268775224685669	0.17524322867393494	0.3106933832168579	0.5572125315666199	0.5463250875473022	0.3210165798664093	0.515152633190155	
Oui/couteau/grand	0.15892133116722107	0.15051643550395966	0.20181520283222198	0.19146977365016937	0.1467754989862442	0.00676563149318099	0.05913633853197098	0.1849285066127777	0.14546160399913788	0.05276196449995041	0.24602241814136505	0.1357809156179428	0.3531944751739502	0.4046008288860321	0.38605761528015137	0.09187997877597809	0.2306433916091919	0.2884707450866699	0.4042936861515045	0.39046114683151245	0.49305373430252075	0.3861939311027527	0.36593544483184814	0.40497255325317383	0.3693985939025879	0.5818600654602051	0.43998458981513977	0.17290925979614258	0.4281810522079468	0.5122488737106323	0.5828462243080139	0.547412097454071	0.43128108978271484	0.6089102625846863	0.5058488249778748	0.6818938851356506	0.7648690938949585	0.7632735371589661	0.5898967981338501	0.7784363031387329	1.0	0.3922932744026184	0.5342800617218018	0.3853386640548706	0.025676660239696503	0.24237611889839172	0.08677728474140167	0.1909342259168625	0.06774546951055527	0.3711516261100769	0.3090132176876068	-0.00023527085431851447	0.36726924777030945	0.054037969559431076	0.26639118790626526	0.09969756007194519	0.10823380947113037	0.1187940314412117	0.04958942532539368	0.0986570343375206	0.23895344138145447	0.15193527936935425	0.37460246682167053	0.42842936515808105	0.0549287311732769	0.37637683749198914	0.42227962613105774	0.3648395538330078	0.2842422127723694	0.14714381098747253	0.3247082531452179	0.16374778747558594	0.6059869527816772	0.5782226920127869	0.1725485473871231	0.47503870725631714	0.2715732455253601	0.5967937707901001	0.715584933757782	0.6410383582115173	0.7990705966949463	0.47384047508239746	0.7786417603492737	0.505835771560669	0.48145055770874023	0.5043686628341675	0.8222895264625549	0.6765281558036804	0.490090936422348	0.5959088802337646	0.44710543751716614	0.6306914687156677	0.2516329884529114	0.2562902271747589	0.43707001209259033	0.37751373648643494	0.44556060433387756	0.552335798740387	0.42700156569480896	0.5163965225219727	0.22909611463546753	0.4778197705745697	0.5961917042732239	0.5265544056892395	0.26228266954421997	0.32321643829345703	0.5628038048744202	0.575065553188324	0.2958674430847168	0.5322030782699585	
