	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Non/dégoût/profond	Oui/fossé/profond	Oui/galeries/profondes	Oui/gorges/profondes	Oui/puits/profond	Oui/fosse/profonde	Oui/grotte/profonde	Oui/faille/profonde	Oui/caverne/profonde	Oui/forêt/profonde	Oui/cavité/profonde
Non/soleil/plomb	1.0	0.8812704682350159	0.9056798219680786	0.8532758355140686	0.8930479288101196	0.9015710353851318	0.807295024394989	0.7693160772323608	0.6245450973510742	0.8537203073501587	0.23618938028812408	-0.02390795573592186	0.3929165005683899	0.058891307562589645	0.12381365895271301	0.07177727669477463	0.46743881702423096	0.2538430392742157	0.3121783137321472	0.15995891392230988	-0.03899605944752693	-0.00035597337409853935	-0.10246361047029495	-0.02203550562262535	0.0034400264266878366	0.005047814920544624	-0.049627985805273056	-0.051910821348428726	-0.02156166546046734	-0.04126359149813652	0.03657827526330948	0.18163704872131348	0.017422188073396683	0.11049172282218933	0.11495882272720337	0.09223443269729614	0.04866793751716614	0.13339228928089142	0.0705748200416565	0.04820985347032547	
Non/soleil/plomb	0.8812704682350159	1.0	0.8868440389633179	0.884231448173523	0.8828907608985901	0.8405224680900574	0.8397828340530396	0.7989692687988281	0.6775129437446594	0.8110938668251038	0.2475997507572174	-0.012118731625378132	0.4197598099708557	0.02423367090523243	0.08363761752843857	0.06070294231176376	0.419357568025589	0.23107494413852692	0.36617976427078247	0.11692342907190323	-0.11234425008296967	-0.034262750297784805	-0.13753221929073334	-0.04380492866039276	-0.04508671164512634	-0.035533659160137177	-0.10660019516944885	-0.10586810857057571	-0.07258689403533936	-0.08600012958049774	-0.021681414917111397	0.15891510248184204	-0.027338137850165367	0.12253647297620773	0.13898558914661407	0.07033562660217285	0.0006910524098202586	0.14894042909145355	0.06400658935308456	0.0498177595436573	
Non/soleil/plomb	0.9056798219680786	0.8868440389633179	1.0	0.8655944466590881	0.8887327313423157	0.86944979429245	0.8367832899093628	0.7671212553977966	0.6843910217285156	0.8575111627578735	0.2437640279531479	-0.008543956093490124	0.43530896306037903	0.04416812211275101	0.10254478454589844	0.04359962046146393	0.5004228353500366	0.28132370114326477	0.3512423634529114	0.18486452102661133	-0.04623032733798027	0.0126713952049613	-0.08455906063318253	-0.01778428629040718	0.01352781429886818	0.021748771890997887	-0.06458202749490738	-0.048352912068367004	-0.029714640229940414	-0.03665398061275482	0.033062707632780075	0.16545358300209045	-0.01887892372906208	0.13391494750976562	0.14167176187038422	0.08122023940086365	0.03179098665714264	0.11317963153123856	0.023748472332954407	0.038823433220386505	
Non/soleil/plomb	0.8532758355140686	0.884231448173523	0.8655944466590881	1.0	0.8888751864433289	0.8571953773498535	0.863071858882904	0.8653247356414795	0.6693634986877441	0.839781641960144	0.2671798765659332	0.01960715278983116	0.47358033061027527	0.09947843104600906	0.14228494465351105	0.07512547075748444	0.3916487693786621	0.2651486098766327	0.3425161838531494	0.162316232919693	-0.08807998150587082	-0.03769120201468468	-0.11425959318876266	-0.045010197907686234	-0.060783784836530685	-0.02943190559744835	-0.08658306300640106	-0.11880370229482651	-0.08844981342554092	-0.07738485187292099	0.03686535358428955	0.1638396680355072	0.015483980067074299	0.1304996907711029	0.10952693969011307	0.07358480989933014	0.056176960468292236	0.16446854174137115	0.04579386115074158	0.03907804191112518	
Non/soleil/plomb	0.8930479288101196	0.8828907608985901	0.8887327313423157	0.8888751864433289	1.0	0.8617762327194214	0.8173374533653259	0.8206866383552551	0.6981022953987122	0.8331640362739563	0.17971861362457275	0.006414186209440231	0.40267467498779297	0.018471375107765198	0.06673940271139145	0.03679342567920685	0.40989574790000916	0.2465265393257141	0.32456061244010925	0.17808623611927032	-0.0725877434015274	-0.007652980275452137	-0.11736541986465454	-0.014136167243123055	-0.0012036667903885245	-0.00066092808265239	-0.0914735421538353	-0.06841206550598145	-0.032067496329545975	-0.042126476764678955	0.029188798740506172	0.08186415582895279	-0.01090279221534729	0.1475943773984909	0.09284628182649612	0.08218760788440704	-0.013065161183476448	0.09475801885128021	0.028465909883379936	0.011226072907447815	
Non/soleil/plomb	0.9015710353851318	0.8405224680900574	0.86944979429245	0.8571953773498535	0.8617762327194214	1.0	0.7914459109306335	0.8196050524711609	0.6393532752990723	0.8831714987754822	0.2123933732509613	0.0007927040569484234	0.4013076424598694	0.04164522886276245	0.12236300110816956	0.113465815782547	0.39379993081092834	0.29488444328308105	0.27453136444091797	0.20136995613574982	-0.021564573049545288	0.037395134568214417	-0.08182491362094879	-0.013209188356995583	0.00915453303605318	0.02264808863401413	-0.044942308217287064	-0.036540206521749496	-0.0204729363322258	-0.021187907084822655	0.07182176411151886	0.1698748916387558	0.031790848821401596	0.10683432221412659	0.15420185029506683	0.09276235848665237	0.06775376945734024	0.1398753970861435	0.053852375596761703	0.0492243692278862	
Non/soleil/plomb	0.807295024394989	0.8397828340530396	0.8367832899093628	0.863071858882904	0.8173374533653259	0.7914459109306335	1.0	0.8122525215148926	0.6535831093788147	0.8236174583435059	0.29194945096969604	0.009707675315439701	0.4840260446071625	0.09710001200437546	0.15834751725196838	0.09812519699335098	0.3698285222053528	0.27502942085266113	0.3920372426509857	0.17554925382137299	-0.07325409352779388	-0.04127584397792816	-0.11982198059558868	-0.04535433650016785	-0.05030423402786255	-0.007386740762740374	-0.08110415190458298	-0.10561064630746841	-0.07185132056474686	-0.06640589237213135	0.00596294179558754	0.15624433755874634	-0.01664278283715248	0.13967423141002655	0.09840989857912064	0.08024454116821289	0.019627805799245834	0.12066235393285751	0.03589986637234688	0.0383254773914814	
Non/soleil/plomb	0.7693160772323608	0.7989692687988281	0.7671212553977966	0.8653247356414795	0.8206866383552551	0.8196050524711609	0.8122525215148926	1.0	0.6586084961891174	0.7915379405021667	0.22161635756492615	-0.005327917169779539	0.3999486565589905	0.03365102782845497	0.10721782594919205	0.10456227511167526	0.29955804347991943	0.22082871198654175	0.3438156545162201	0.11890998482704163	-0.0901397243142128	-0.053491927683353424	-0.14639414846897125	-0.05849801376461983	-0.041417378932237625	-0.011815300211310387	-0.09242125600576401	-0.12534752488136292	-0.08593964576721191	-0.04880624637007713	0.03178485855460167	0.14205951988697052	0.026861321181058884	0.11667770147323608	0.11686614155769348	0.08942938596010208	0.04430757835507393	0.17477287352085114	0.10795430094003677	0.0274149551987648	
Non/soleil/plomb	0.6245450973510742	0.6775129437446594	0.6843910217285156	0.6693634986877441	0.6981022953987122	0.6393532752990723	0.6535831093788147	0.6586084961891174	1.0	0.6190426349639893	0.13746610283851624	0.012643004767596722	0.38137567043304443	0.028482701629400253	0.057475313544273376	0.07667197287082672	0.36197221279144287	0.2764309048652649	0.35671648383140564	0.155050128698349	-0.08566132932901382	-0.014862729236483574	-0.12459708750247955	-0.06877688318490982	0.006253951694816351	-0.0006591180572286248	-0.11271841824054718	-0.08140198886394501	-0.053362131118774414	-0.03373182192444801	-0.0007214804063551128	0.03365039452910423	-0.028562234714627266	0.09814055263996124	0.08715003728866577	0.06065734848380089	-0.04217160493135452	0.05287075415253639	0.010815061628818512	-0.014474783092737198	
Non/soleil/plomb	0.8537203073501587	0.8110938668251038	0.8575111627578735	0.839781641960144	0.8331640362739563	0.8831714987754822	0.8236174583435059	0.7915379405021667	0.6190426349639893	1.0	0.21430669724941254	-0.0032705352641642094	0.39255523681640625	0.04884013161063194	0.12635739147663116	0.1277061253786087	0.41044938564300537	0.29906561970710754	0.3311654329299927	0.1457643359899521	-0.03383084014058113	0.014413256198167801	-0.11080285906791687	-0.009035649709403515	0.00814063474535942	0.020667389035224915	-0.07409042119979858	-0.05903082340955734	-0.05375161021947861	-0.04602057859301567	0.0748317763209343	0.12525618076324463	-0.00282264593988657	0.1716783493757248	0.18001744151115417	0.09327276051044464	0.055086564272642136	0.14439690113067627	0.09303627908229828	0.042147573083639145	
