	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Non/silence/plomb	Oui/urne/plomb	Oui/tablette/plomb	Oui/tuyau/plomb	Oui/cercueil/plomb	Oui/cage/plomb	Oui/gants/plomb	Oui/masse/plomb	Oui/lingot/plomb	Oui/morceau/plomb	Oui/armatures/plomb
Non/silence/plomb	0.5838882923126221	0.5151398181915283	0.6062501668930054	0.537126362323761	0.5686670541763306	0.5384924411773682	0.508298933506012	0.4428320527076721	0.4436526894569397	0.554081380367279	0.14133916795253754	-0.01676875166594982	0.3324745297431946	0.15283729135990143	0.16341985762119293	0.12902548909187317	0.4607580006122589	0.3048708438873291	0.25742214918136597	0.1489245444536209	1.0	0.8690690994262695	0.8399921655654907	0.8948811292648315	0.8929192423820496	0.7700666785240173	0.8501718044281006	0.8335704207420349	0.8719256520271301	0.8737995624542236	0.3124365210533142	0.35573604702949524	0.39248448610305786	0.5383716225624084	0.3082725405693054	0.18111084401607513	0.26595786213874817	0.276427686214447	0.3134799301624298	0.15242058038711548	
Non/silence/plomb	0.6253429055213928	0.5661189556121826	0.6549413800239563	0.5569812655448914	0.5812941789627075	0.5373709797859192	0.5046087503433228	0.4422740042209625	0.45975393056869507	0.5210774540901184	0.17549069225788116	-0.0033741395454853773	0.3462792932987213	0.13262534141540527	0.11257758736610413	0.06746846437454224	0.4691416621208191	0.2542446255683899	0.24732621014118195	0.13184376060962677	0.8690690994262695	1.0	0.8384358882904053	0.8749232292175293	0.8737050890922546	0.8008788824081421	0.8980022668838501	0.9058672785758972	0.8782400488853455	0.8959463238716125	0.27665427327156067	0.35517048835754395	0.343887597322464	0.5320363640785217	0.3328573405742645	0.19795840978622437	0.3084433674812317	0.28794366121292114	0.33401113748550415	0.14877820014953613	
Non/silence/plomb	0.5318028330802917	0.5291884541511536	0.5791526436805725	0.5481559038162231	0.5275435447692871	0.5118175148963928	0.5227922797203064	0.4774993360042572	0.46528562903404236	0.4832350015640259	0.22522924840450287	0.039926882833242416	0.345262348651886	0.17935840785503387	0.16869144141674042	0.1586262285709381	0.3872614800930023	0.276563435792923	0.26485899090766907	0.158323273062706	0.8399921655654907	0.8384358882904053	1.0	0.8009541034698486	0.7707231640815735	0.8375802636146545	0.8347242474555969	0.8326163291931152	0.8161998391151428	0.8307333588600159	0.31470710039138794	0.33986619114875793	0.3272477090358734	0.46980947256088257	0.28652337193489075	0.2306322306394577	0.2994452118873596	0.31890416145324707	0.32713812589645386	0.19327440857887268	
Non/silence/plomb	0.5993935465812683	0.5442306399345398	0.6583272814750671	0.5519305467605591	0.5890164375305176	0.5461366772651672	0.5072633624076843	0.45668020844459534	0.43323853611946106	0.5631636381149292	0.1711290329694748	0.014783519320189953	0.3664384186267853	0.1343080699443817	0.16339780390262604	0.1019376814365387	0.507870614528656	0.29019272327423096	0.28575095534324646	0.1498054563999176	0.8948811292648315	0.8749232292175293	0.8009541034698486	1.0	0.9143103957176208	0.7681936621665955	0.8833733201026917	0.9031874537467957	0.90702223777771	0.8898798227310181	0.27461957931518555	0.38450056314468384	0.36497172713279724	0.5255808234214783	0.34965941309928894	0.2160504013299942	0.28471702337265015	0.2971467077732086	0.3217566907405853	0.10329461097717285	
Non/silence/plomb	0.6174789667129517	0.5186772346496582	0.6507103443145752	0.5426828265190125	0.5703752040863037	0.5480175018310547	0.5016297101974487	0.43475043773651123	0.3919745981693268	0.5539014935493469	0.16956943273544312	-0.026349572464823723	0.357146680355072	0.12431059032678604	0.16992546617984772	0.09181752055883408	0.4777602553367615	0.2990822494029999	0.2278483510017395	0.13216546177864075	0.8929192423820496	0.8737050890922546	0.7707231640815735	0.9143103957176208	1.0	0.7258297801017761	0.8367280960083008	0.8485875725746155	0.8728015422821045	0.8801172971725464	0.2933503985404968	0.39283040165901184	0.34971755743026733	0.5251913070678711	0.32138973474502563	0.1766243875026703	0.27879172563552856	0.28144368529319763	0.3151870667934418	0.13998785614967346	
Non/silence/plomb	0.506582498550415	0.48543494939804077	0.5472102165222168	0.4954226315021515	0.4736354649066925	0.4551661014556885	0.4921296536922455	0.42349255084991455	0.4074624478816986	0.45477935671806335	0.2459108531475067	0.02383187599480152	0.29806655645370483	0.17981749773025513	0.15977011620998383	0.11342951655387878	0.37278124690055847	0.18361499905586243	0.2518342137336731	0.11132926493883133	0.7700666785240173	0.8008788824081421	0.8375802636146545	0.7681936621665955	0.7258297801017761	1.0	0.8115660548210144	0.8253946900367737	0.7675220370292664	0.7973788380622864	0.2678186893463135	0.3233882784843445	0.3125140070915222	0.44203928112983704	0.28760483860969543	0.27330413460731506	0.29860806465148926	0.33813241124153137	0.3166733682155609	0.21594640612602234	
Non/silence/plomb	0.5538932085037231	0.5361285209655762	0.6279631853103638	0.5040152072906494	0.5587998032569885	0.5018481016159058	0.47359707951545715	0.41529086232185364	0.4710119962692261	0.493179053068161	0.16000357270240784	0.012403076514601707	0.32856637239456177	0.1130669116973877	0.1116209328174591	0.08686593174934387	0.46298322081565857	0.27860552072525024	0.2454719841480255	0.1583094298839569	0.8501718044281006	0.8980022668838501	0.8347242474555969	0.8833733201026917	0.8367280960083008	0.8115660548210144	1.0	0.9133568406105042	0.9039254784584045	0.883879542350769	0.2622215747833252	0.32970455288887024	0.3351926803588867	0.5317906141281128	0.30951058864593506	0.15667860209941864	0.26711174845695496	0.25400596857070923	0.32210391759872437	0.06767666339874268	
Non/silence/plomb	0.5980205535888672	0.5891333222389221	0.6546844840049744	0.5515850186347961	0.574961245059967	0.5389838218688965	0.5025400519371033	0.4671684503555298	0.46110421419143677	0.5235934257507324	0.17978611588478088	-0.014957779087126255	0.3478853404521942	0.10631373524665833	0.11431637406349182	0.07071561366319656	0.463285893201828	0.23282894492149353	0.2755564749240875	0.10391472280025482	0.8335704207420349	0.9058672785758972	0.8326163291931152	0.9031874537467957	0.8485875725746155	0.8253946900367737	0.9133568406105042	1.0	0.8866367936134338	0.8991140127182007	0.2661236822605133	0.3681686222553253	0.33464622497558594	0.5025539398193359	0.30271169543266296	0.2158946543931961	0.3195219337940216	0.30829986929893494	0.3398280143737793	0.16300366818904877	
Non/silence/plomb	0.5994758009910583	0.5730955600738525	0.6583091616630554	0.5508119463920593	0.6077253222465515	0.5332907438278198	0.5057404041290283	0.4530174732208252	0.49450668692588806	0.5360978245735168	0.1025313287973404	-0.033344339579343796	0.3445401191711426	0.07307576388120651	0.11327360570430756	0.036461103707551956	0.4833665192127228	0.28994402289390564	0.26409879326820374	0.10864228010177612	0.8719256520271301	0.8782400488853455	0.8161998391151428	0.90702223777771	0.8728015422821045	0.7675220370292664	0.9039254784584045	0.8866367936134338	1.0	0.8799638748168945	0.23408730328083038	0.35298970341682434	0.37214404344558716	0.5274196863174438	0.31796061992645264	0.14311803877353668	0.2855289876461029	0.2605374753475189	0.3414134085178375	0.06538455933332443	
Non/silence/plomb	0.5958656668663025	0.5446234941482544	0.6508781909942627	0.5462152361869812	0.5806304812431335	0.544041633605957	0.49992895126342773	0.44091784954071045	0.4758080244064331	0.543630063533783	0.15571191906929016	-0.01145333144813776	0.34050285816192627	0.13865269720554352	0.13414673507213593	0.07543064653873444	0.4735940992832184	0.2857450246810913	0.2431003898382187	0.14445152878761292	0.8737995624542236	0.8959463238716125	0.8307333588600159	0.8898798227310181	0.8801172971725464	0.7973788380622864	0.883879542350769	0.8991140127182007	0.8799638748168945	1.0	0.2642247974872589	0.3588302433490753	0.32804980874061584	0.5089196562767029	0.34705066680908203	0.17960548400878906	0.28774183988571167	0.26106497645378113	0.30494359135627747	0.14218440651893616	
