	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colère/saine	Non/colères/saines	Non/colères/saines	Oui/vie/saine	Oui/personne/saine	Oui/peau/saine	Oui/nourriture/saine	Oui/chair/saine	Oui/écorces/saines	Oui/dents/saines	Oui/bouche/saine	Oui/jambe/saine	Oui/feuilles/saines	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Non/soleil/plomb	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb
Oui/vie/saine	0.34895774722099304	0.35210612416267395	0.4740777015686035	0.2146572470664978	0.4066244661808014	0.21815019845962524	0.33709093928337097	0.1806555986404419	0.24383030831813812	0.18633964657783508	1.0	0.5637204647064209	0.506010115146637	0.37068450450897217	0.5843710899353027	0.21448417007923126	0.38269659876823425	0.26848363876342773	0.5032823085784912	0.43260854482650757	0.20109912753105164	0.249126136302948	0.2122393548488617	0.2208583652973175	0.21583442389965057	0.1829557865858078	0.21259590983390808	0.22773827612400055	0.16318048536777496	0.22048257291316986	0.05994889512658119	-0.1557217389345169	0.11652275174856186	-0.15238524973392487	-0.1817743480205536	-0.04999963194131851	0.017954329028725624	0.02185344137251377	0.19722291827201843	-0.08476239442825317	
Oui/personne/saine	0.18202616274356842	0.25661903619766235	0.3967764675617218	0.12349672615528107	0.30117666721343994	0.12190268188714981	0.17890070378780365	0.10241153091192245	0.167960524559021	0.13204368948936462	0.5637204647064209	1.0	0.510726273059845	0.37019211053848267	0.4601719379425049	0.3178005814552307	0.43666940927505493	0.3716406226158142	0.4571458101272583	0.32243409752845764	0.011413426138460636	0.08715548366308212	0.0016143566463142633	0.04074842855334282	0.0732695683836937	0.004848624113947153	0.05014768987894058	0.07437670230865479	0.04780729115009308	0.016669420525431633	-0.04691159352660179	-0.035248078405857086	0.0763973668217659	-0.1307584047317505	-0.11693010479211807	-0.05372215807437897	-0.08650482445955276	0.018895315006375313	0.1929926723241806	-0.010770085267722607	
Oui/peau/saine	0.19990533590316772	0.2631755471229553	0.4409666657447815	0.1447058916091919	0.3243606686592102	0.13925959169864655	0.21796953678131104	0.15952420234680176	0.19984817504882812	0.1910039782524109	0.506010115146637	0.510726273059845	1.0	0.32886961102485657	0.5676224231719971	0.2288215458393097	0.4732362926006317	0.4078032970428467	0.4517073929309845	0.35536906123161316	0.036874644458293915	0.11613573879003525	0.0650036484003067	0.13763931393623352	0.07512905448675156	0.07779444009065628	0.13784858584403992	0.1186763346195221	0.10974026471376419	0.0731150433421135	0.0796162337064743	0.07251950353384018	0.19596713781356812	0.020570622757077217	-0.07897515594959259	0.01509086973965168	-0.024732569232583046	0.14710396528244019	0.2156386375427246	0.15098093450069427	
Oui/nourriture/saine	0.29635876417160034	0.22647373378276825	0.2297372817993164	0.24089083075523376	0.2818399965763092	0.1849205046892166	0.18952198326587677	0.24089732766151428	0.25020846724510193	0.27176928520202637	0.37068450450897217	0.37019211053848267	0.32886961102485657	1.0	0.339557945728302	0.3218940794467926	0.3752094805240631	0.29397842288017273	0.5025948286056519	0.3931241035461426	0.03036939911544323	-0.009302129037678242	-0.003044601297006011	-0.025124726817011833	0.017136141657829285	0.00808595772832632	0.025201275944709778	0.01858920231461525	-0.04410749673843384	0.05447835847735405	-0.03562973812222481	-0.12427353113889694	-0.11333487927913666	-0.11241243034601212	-0.08104555308818817	-0.05029233172535896	-0.053026095032691956	-0.09998954087495804	0.03005298227071762	-0.11189836263656616	
Oui/chair/saine	0.3409734070301056	0.32981613278388977	0.46320217847824097	0.24126163125038147	0.39969760179519653	0.1824941784143448	0.3258516788482666	0.17643199861049652	0.22238196432590485	0.1810886114835739	0.5843710899353027	0.4601719379425049	0.5676224231719971	0.339557945728302	1.0	0.17803430557250977	0.3702966868877411	0.2680407762527466	0.5859968662261963	0.41666650772094727	0.07144929468631744	0.12752696871757507	0.08066216856241226	0.1514066904783249	0.11478016525506973	0.10620183497667313	0.13019704818725586	0.16205045580863953	0.1491941660642624	0.12070276588201523	0.05950675904750824	-0.022138571366667747	0.1304413229227066	-0.030134156346321106	-0.13983450829982758	0.03830781951546669	-0.04566480219364166	0.04723299294710159	0.08149643242359161	-0.05729672312736511	
Oui/écorces/saines	0.28837934136390686	0.22461210191249847	0.18431201577186584	0.23962941765785217	0.24670574069023132	0.21606925129890442	0.20865663886070251	0.21385794878005981	0.2744544744491577	0.31076371669769287	0.21448417007923126	0.3178005814552307	0.2288215458393097	0.3218940794467926	0.17803430557250977	1.0	0.4176459014415741	0.23218338191509247	0.3434414565563202	0.404987096786499	-0.08213994652032852	-0.08135239034891129	-0.10960667580366135	-0.0946645736694336	-0.08499479293823242	-0.12702375650405884	-0.05608205124735832	-0.07975863665342331	-0.14473240077495575	-0.08398423343896866	-0.02428794465959072	0.01835186779499054	-0.09570127725601196	0.05500168353319168	-0.005620570853352547	-0.07420989125967026	-0.06730050593614578	-0.08727896958589554	-0.010317761451005936	-0.035227227956056595	
Oui/dents/saines	0.3228289783000946	0.28325122594833374	0.27879419922828674	0.1831972450017929	0.28211644291877747	0.1634419709444046	0.2550928592681885	0.15006139874458313	0.3169160485267639	0.267233282327652	0.38269659876823425	0.43666940927505493	0.4732362926006317	0.3752094805240631	0.3702966868877411	0.4176459014415741	1.0	0.40913626551628113	0.438455194234848	0.38149595260620117	0.006688850000500679	0.03434660658240318	-0.017417453229427338	0.03394843265414238	-0.027154238894581795	-0.010718148201704025	0.041785940527915955	0.05390278622508049	-0.06281457841396332	0.0093667171895504	0.11031754314899445	0.05377320945262909	-0.040854573249816895	0.1189054548740387	0.046481192111968994	0.0966571494936943	-0.10409904271364212	-0.04979345574975014	0.1106899306178093	-0.05379284918308258	
Oui/bouche/saine	0.1864728033542633	0.13617634773254395	0.20825046300888062	0.1416512280702591	0.22548280656337738	0.1455746591091156	0.08320301026105881	0.1312616914510727	0.11058445274829865	0.12086346000432968	0.26848363876342773	0.3716406226158142	0.4078032970428467	0.29397842288017273	0.2680407762527466	0.23218338191509247	0.40913626551628113	1.0	0.3087180256843567	0.19057682156562805	0.029569009318947792	0.07670300453901291	0.008522002026438713	0.07023962587118149	0.05540895462036133	0.04386688023805618	0.05427728220820427	0.09046341478824615	-0.026269735768437386	0.04272890463471413	0.07951955497264862	0.19393110275268555	0.09204816818237305	0.09998038411140442	0.047734733670949936	0.13788482546806335	-0.035512253642082214	0.0832817330956459	0.14435778558254242	0.10526745766401291	
Oui/jambe/saine	0.45641210675239563	0.3361463248729706	0.33424660563468933	0.30675262212753296	0.34427961707115173	0.20535358786582947	0.30555132031440735	0.21106025576591492	0.2579996585845947	0.3283669650554657	0.5032823085784912	0.4571458101272583	0.4517073929309845	0.5025948286056519	0.5859968662261963	0.3434414565563202	0.438455194234848	0.3087180256843567	1.0	0.5186049938201904	0.11473719775676727	0.1184023767709732	0.09821797162294388	0.11118702590465546	0.08857541531324387	0.1107013076543808	0.07256720960140228	0.12025810033082962	0.09908252954483032	0.14155274629592896	-0.014593452215194702	-0.030909808352589607	-0.06496845930814743	-0.04589294642210007	-0.13604705035686493	-0.019001560285687447	0.014221764169633389	0.0011694495333358645	0.05879686772823334	-0.08904236555099487	
Oui/feuilles/saines	0.3871992230415344	0.3048989772796631	0.2855534255504608	0.2554858922958374	0.35634371638298035	0.2018846720457077	0.3263249099254608	0.21005280315876007	0.2761214077472687	0.31152915954589844	0.43260854482650757	0.32243409752845764	0.35536906123161316	0.3931241035461426	0.41666650772094727	0.404987096786499	0.38149595260620117	0.19057682156562805	0.5186049938201904	1.0	0.022144297137856483	0.026719341054558754	0.01785069890320301	0.044031813740730286	0.01516309566795826	0.0035589151084423065	0.015026175417006016	0.06591077893972397	0.050710175186395645	0.054036445915699005	0.017257608473300934	-0.06049584224820137	-0.025596272200345993	-0.06808115541934967	-0.12307021021842957	-0.08387389034032822	-0.022952664643526077	-0.0701138898730278	0.055392391979694366	-0.12172779440879822	
