	Oui/balles/plomb	Oui/lamelles/plomb	Oui/balle/plomb	Oui/noyaux/plomb	Oui/cartouches/plomb	Oui/billes/plomb	Oui/boulet/plomb	Oui/bille/plomb	Oui/plaque/plomb	Oui/coupole/plomb	Non/soleil/plomb	Oui/urne/plomb	Oui/tablette/plomb	Oui/tuyau/plomb	Oui/cercueil/plomb	Oui/cage/plomb	Oui/gants/plomb	Oui/masse/plomb	Oui/lingot/plomb	Oui/morceau/plomb	Oui/armatures/plomb	Non/silence/plomb	Oui/cheval/grand	Oui/appartement/grand	Oui/lit/grand	Oui/seau/grand	Oui/tableau/grand	Oui/table/grande	Oui/parking/grand	Oui/librairie/grande	Oui/bureau/grand	Oui/miroir/grand	Non/vent/grand	Oui/manteaux/grands	Oui/surface/grande	Oui/mur/grand	Oui/maison/grande	Oui/femme/grande	Oui/parc/grand	Oui/poignard/grand	Oui/chêne/grand	Oui/tentes/grandes	Oui/sacs/grands	Non/ami/grand	Oui/fossé/profond	Oui/galeries/profondes	Oui/gorges/profondes	Oui/puits/profond	Oui/fosse/profonde	Oui/grotte/profonde	Oui/faille/profonde	Oui/caverne/profonde	Oui/forêt/profonde	Oui/cavité/profonde	Non/dégoût/profond	Oui/lac/profond	Oui/tranchées/profondes	Oui/canyons/profonds	Oui/crique/profonde	Oui/sous-sol/profond	Oui/trous/profonds	Oui/remous/profond	Oui/sillon/profond	Oui/douve/profonde	Oui/puisard/profond	Non/sommeil/profond	Oui/lunettes/grosses	Oui/boutons/gros	Oui/chevalière/grosse	Oui/piquets/gros	Oui/objet/gros	Oui/vaisseau/gros	Oui/poche/grosse	Oui/bacs/gros	Oui/flocons/gros	Oui/cloches/grosses	Non/chagrin/gros	Oui/troupeau/éléphants	Oui/groupe/éléphants	Oui/bouse/éléphant	Oui/pattes/éléphants	Oui/défenses/éléphant	Oui/trompe/éléphant	Oui/crânes/éléphant	Oui/peau/éléphant	Oui/dents/éléphant	Oui/tête/éléphant	Non/mémoire/éléphant	Oui/équipement/lourd	Oui/plateau/lourd	Oui/cartable/lourd	Oui/manteau/lourd	Oui/ouvrage/lourd	Oui/bouclier/lourd	Oui/portail/lourd	Oui/revolver/lourd	Oui/crâne/lourd	Oui/sac/lourd	Non/bilan/lourd	Oui/doigts/longs	Oui/mèches/longues	Oui/chaussette/longue	Oui/bras/long	Oui/tables/longues	Oui/guibolles/longues	Oui/moustaches/longues	Oui/siège/long	Oui/mur/long	Oui/queue/longue	Non/lettres/longues
Oui/table/grande	0.23313495516777039	0.11897364258766174	0.32071927189826965	0.22496715188026428	0.2835221588611603	0.32512521743774414	0.2765282988548279	0.34616971015930176	0.2992832660675049	0.28768783807754517	0.27543315291404724	0.31792956590652466	0.3015117049217224	0.33168742060661316	0.2453612983226776	0.2778412699699402	0.2745148539543152	0.3352254033088684	0.29474136233329773	0.2941199243068695	0.12812398374080658	0.2336239367723465	0.5228502750396729	0.6032852530479431	0.6311472058296204	0.5605407357215881	0.6617242693901062	1.0	0.61820387840271	0.6956247091293335	0.6336718201637268	0.6013422012329102	0.46609026193618774	0.31037312746047974	0.6864474415779114	0.6281535625457764	0.5464005470275879	0.5705022811889648	0.5927943587303162	0.5097504258155823	0.5023218989372253	0.29642096161842346	0.2435627430677414	0.46377134323120117	0.3040468394756317	0.11572979390621185	0.02887989580631256	0.33829545974731445	0.461031973361969	0.4612555503845215	0.516539990901947	0.4396677613258362	0.43716317415237427	0.5209400653839111	0.36738795042037964	0.34324362874031067	0.10988468676805496	-0.05202818661928177	0.40272030234336853	0.3160230815410614	-0.010639985091984272	0.32213544845581055	0.31892913579940796	0.41702285408973694	0.393472284078598	0.3582642376422882	0.2535369396209717	0.2303207963705063	0.4517192840576172	0.1108461320400238	0.452688068151474	0.5289900302886963	0.5490314364433289	0.17645427584648132	0.21761390566825867	0.1410839855670929	0.417081743478775	-0.14646142721176147	-0.17104539275169373	0.25645193457603455	-0.09875449538230896	0.07903527468442917	0.27320268750190735	0.2461826056241989	0.23341187834739685	0.19950516521930695	0.2732664942741394	0.301808625459671	0.27436453104019165	0.4421687424182892	0.3612110912799835	0.3579888939857483	0.35966333746910095	0.39234480261802673	0.3166711628437042	0.33741432428359985	0.2996801435947418	0.3450981676578522	0.3208097517490387	0.11774802953004837	0.2482619285583496	0.5577719807624817	0.40253889560699463	0.13018551468849182	0.1344744861125946	0.12243497371673584	0.46578970551490784	0.41140469908714294	0.43992435932159424	0.14809216558933258	
Oui/parking/grand	0.28022152185440063	0.22343870997428894	0.3928665816783905	0.29105204343795776	0.3558892607688904	0.34404486417770386	0.3292982578277588	0.3965795636177063	0.37010136246681213	0.35841891169548035	0.361165314912796	0.33358627557754517	0.3630604147911072	0.4672560393810272	0.3551481366157532	0.3159622550010681	0.33508503437042236	0.3773254156112671	0.3343190848827362	0.3572175204753876	0.21333500742912292	0.3471693694591522	0.6902401447296143	0.766221284866333	0.7058414220809937	0.7171977758407593	0.76575767993927	0.61820387840271	1.0	0.5575737357139587	0.7892884016036987	0.7056663632392883	0.6289049386978149	0.4301290512084961	0.5795954465866089	0.7798565030097961	0.5622855424880981	0.4856346547603607	0.7782989740371704	0.7420461177825928	0.6736660599708557	0.3834991157054901	0.3890330195426941	0.6483957171440125	0.5343714952468872	0.2684776186943054	0.12574176490306854	0.5204548239707947	0.3641511797904968	0.349836528301239	0.3410187363624573	0.22796602547168732	0.2887774109840393	0.42858046293258667	0.4940752387046814	0.4627452790737152	0.1673920899629593	0.1212153434753418	0.2407408505678177	0.5203706622123718	0.14955410361289978	0.4869639575481415	0.5036105513572693	0.26735472679138184	0.6115966439247131	0.5225592851638794	0.2515859305858612	0.300235390663147	0.3158020079135895	0.3012734055519104	0.4780680239200592	0.6131017208099365	0.5068001747131348	0.31642359495162964	0.268505722284317	0.16436117887496948	0.5221769213676453	-0.057452134788036346	-0.040192898362874985	0.1899423450231552	-0.11998481303453445	0.08453944325447083	0.1567240208387375	0.25327160954475403	0.20520968735218048	0.1415664106607437	0.2644050717353821	0.2509121894836426	0.34891775250434875	0.3584071099758148	0.4076295793056488	0.44890737533569336	0.45851728320121765	0.49239975214004517	0.4649102985858917	0.4075593650341034	0.36226025223731995	0.4523541331291199	0.41241905093193054	0.28299203515052795	0.31618601083755493	0.4076196551322937	0.5906503200531006	0.2686738967895508	0.26772454380989075	0.2882484793663025	0.6087348461151123	0.5916265249252319	0.43738818168640137	0.25994446873664856	
Oui/librairie/grande	0.2744898498058319	0.13868844509124756	0.34715235233306885	0.2507351040840149	0.3078601658344269	0.3298763334751129	0.3015129566192627	0.3463082015514374	0.3179330825805664	0.2876380980014801	0.2763982117176056	0.35043948888778687	0.3165946304798126	0.36608728766441345	0.27505770325660706	0.31628429889678955	0.28022921085357666	0.3432823121547699	0.3190010190010071	0.2915860414505005	0.14943230152130127	0.2792242467403412	0.48774486780166626	0.636038601398468	0.6220030784606934	0.5621472597122192	0.6052536964416504	0.6956247091293335	0.5575737357139587	1.0	0.6236177682876587	0.66969895362854	0.5322579741477966	0.3160211145877838	0.7719606161117554	0.6077970266342163	0.5255363583564758	0.5703432559967041	0.5854831337928772	0.5037768483161926	0.5629695653915405	0.30546835064888	0.25360119342803955	0.4525924324989319	0.3564718961715698	0.18224899470806122	0.028962520882487297	0.42667922377586365	0.509001612663269	0.5176646113395691	0.5575339794158936	0.5421902537345886	0.5048995614051819	0.6567659974098206	0.3765569031238556	0.38892045617103577	0.17891761660575867	-0.01364827062934637	0.49808841943740845	0.40342530608177185	0.04201199486851692	0.36124733090400696	0.41054651141166687	0.4700235426425934	0.49435025453567505	0.4003220796585083	0.2556301951408386	0.22553549706935883	0.5072457194328308	0.13507793843746185	0.4760637581348419	0.5211870074272156	0.5774491429328918	0.14076316356658936	0.1769847273826599	0.17912040650844574	0.45362383127212524	-0.1593180149793625	-0.1280236393213272	0.2700612246990204	-0.10918494313955307	0.09535875916481018	0.2914678752422333	0.2531067430973053	0.25257807970046997	0.18738733232021332	0.2626091241836548	0.30142953991889954	0.31507042050361633	0.40327519178390503	0.38619494438171387	0.42282354831695557	0.3982730507850647	0.4268133044242859	0.37161582708358765	0.43037351965904236	0.33794400095939636	0.44803088903427124	0.3110162019729614	0.13044895231723785	0.2499411553144455	0.571430504322052	0.37702515721321106	0.05926913022994995	0.1210252121090889	0.07196859270334244	0.4931960999965668	0.3898331820964813	0.47042611241340637	0.14549382030963898	
Oui/bureau/grand	0.275267094373703	0.20867078006267548	0.3877246677875519	0.3026566505432129	0.3375430703163147	0.3562496602535248	0.3758961260318756	0.3751325011253357	0.3688938021659851	0.3542346656322479	0.29616424441337585	0.3615485429763794	0.37737593054771423	0.4709653854370117	0.3830479085445404	0.33050116896629333	0.33860838413238525	0.37699586153030396	0.32828330993652344	0.3496634364128113	0.205943763256073	0.3535171449184418	0.7264920473098755	0.898661196231842	0.8271075487136841	0.7626524567604065	0.8617410659790039	0.6336718201637268	0.7892884016036987	0.6236177682876587	1.0	0.8244994878768921	0.7291141748428345	0.48124441504478455	0.609791100025177	0.8304523229598999	0.596930205821991	0.5532726049423218	0.7915817499160767	0.8358455896377563	0.7424590587615967	0.3731169104576111	0.4381524324417114	0.6466086506843567	0.49955078959465027	0.20600493252277374	0.11039374023675919	0.5277459621429443	0.36704570055007935	0.3861299753189087	0.40530574321746826	0.3131740093231201	0.35420793294906616	0.4648662209510803	0.4839487671852112	0.4836072325706482	0.18161706626415253	0.12144684791564941	0.3215174078941345	0.5023413896560669	0.13093683123588562	0.4833979606628418	0.4915212094783783	0.3076939582824707	0.6266516447067261	0.5262650847434998	0.36318036913871765	0.42114001512527466	0.4285152554512024	0.3310878872871399	0.5723743438720703	0.7011866569519043	0.5516743063926697	0.34119728207588196	0.3247060477733612	0.22915156185626984	0.6066717505455017	-0.037719354033470154	0.0009700796799734235	0.2695831060409546	-0.10104905068874359	0.16970737278461456	0.2486780881881714	0.31112855672836304	0.2665434777736664	0.20132699608802795	0.30796441435813904	0.2914968430995941	0.40588340163230896	0.4476311504840851	0.5254610180854797	0.570228636264801	0.5230830311775208	0.5617485642433167	0.5151655077934265	0.5245938301086426	0.4107222855091095	0.5376930236816406	0.4110053479671478	0.35471752285957336	0.3620733916759491	0.5171389579772949	0.6533002257347107	0.23097458481788635	0.29856306314468384	0.28750768303871155	0.6654108762741089	0.63668292760849	0.5432162284851074	0.27056947350502014	
Oui/miroir/grand	0.2736654281616211	0.19604776799678802	0.3557608127593994	0.3089853823184967	0.32181796431541443	0.3363144099712372	0.3571741580963135	0.3423830270767212	0.34211260080337524	0.35241806507110596	0.2331969141960144	0.35554566979408264	0.3309679925441742	0.43402159214019775	0.3551947772502899	0.3337381184101105	0.29707154631614685	0.35432562232017517	0.2865505516529083	0.36673128604888916	0.19360871613025665	0.33034858107566833	0.7472237944602966	0.7699927687644958	0.8243323564529419	0.7583551406860352	0.8415575623512268	0.6013422012329102	0.7056663632392883	0.66969895362854	0.8244994878768921	1.0	0.7323214411735535	0.48879918456077576	0.5599699020385742	0.8214049339294434	0.48895469307899475	0.4732438921928406	0.7697601914405823	0.719892144203186	0.7750236392021179	0.2893712818622589	0.38835397362709045	0.5539936423301697	0.4867541790008545	0.1392056941986084	0.061842601746320724	0.5338603854179382	0.3443664014339447	0.36830905079841614	0.3998774290084839	0.3474138081073761	0.3657098114490509	0.4587697386741638	0.4937872886657715	0.5093017220497131	0.18361057341098785	0.08327171951532364	0.3242892026901245	0.4855363070964813	0.12881384789943695	0.4926765263080597	0.4960794448852539	0.287287175655365	0.6215870380401611	0.5039186477661133	0.33716821670532227	0.4691453278064728	0.5240575671195984	0.31028926372528076	0.6323891282081604	0.6947824954986572	0.6144839525222778	0.3452978730201721	0.41255849599838257	0.18994954228401184	0.6622774004936218	-0.11062158644199371	-0.06125578284263611	0.23912885785102844	-0.16455888748168945	0.09852195531129837	0.26888591051101685	0.25458449125289917	0.24747000634670258	0.17061997950077057	0.2464141994714737	0.2707436680793762	0.37662214040756226	0.47649577260017395	0.4919032156467438	0.499135285615921	0.5027537941932678	0.5393651127815247	0.547452449798584	0.5383229851722717	0.42626166343688965	0.532957911491394	0.3419346511363983	0.28987517952919006	0.44252970814704895	0.5714399218559265	0.6282183527946472	0.15531469881534576	0.31033459305763245	0.2400457113981247	0.6770755648612976	0.6359103918075562	0.5702294707298279	0.2233080118894577	
Non/vent/grand	0.21764235198497772	0.20083509385585785	0.33351558446884155	0.29460397362709045	0.2980853021144867	0.3005371689796448	0.32620954513549805	0.3005823493003845	0.30908751487731934	0.30894502997398376	0.22901631891727448	0.30124443769454956	0.2847690284252167	0.41551220417022705	0.33439022302627563	0.2926376760005951	0.27572184801101685	0.2983292043209076	0.2498554140329361	0.3028690218925476	0.19580811262130737	0.30721476674079895	0.7007343769073486	0.6502676606178284	0.7410686612129211	0.6783339977264404	0.7488479018211365	0.46609026193618774	0.6289049386978149	0.5322579741477966	0.7291141748428345	0.7323214411735535	1.0	0.476190447807312	0.46938255429267883	0.747144341468811	0.4706202447414398	0.41820839047431946	0.6985976099967957	0.692018985748291	0.7346630096435547	0.36630386114120483	0.47430047392845154	0.5567303895950317	0.4521157145500183	0.2187531739473343	0.17754265666007996	0.43798381090164185	0.2701045572757721	0.3162565529346466	0.30639174580574036	0.23935459554195404	0.271496057510376	0.3602248728275299	0.49604350328445435	0.4502837657928467	0.24236953258514404	0.15879401564598083	0.2712576985359192	0.43520069122314453	0.20131076872348785	0.4708766043186188	0.49649369716644287	0.23334826529026031	0.5299460291862488	0.4702354669570923	0.3366972506046295	0.4707583487033844	0.4723462164402008	0.40798911452293396	0.5582491159439087	0.6453998684883118	0.5240699648857117	0.4165382385253906	0.43111348152160645	0.25356027483940125	0.6812242865562439	0.012870005331933498	0.03476676344871521	0.19193874299526215	-0.09212566167116165	0.15880846977233887	0.20346108078956604	0.24877874553203583	0.24220943450927734	0.15245701372623444	0.21969017386436462	0.20643360912799835	0.36456403136253357	0.3604687750339508	0.41707074642181396	0.43686461448669434	0.4638790786266327	0.4972240924835205	0.4396982789039612	0.470003217458725	0.37403202056884766	0.49631938338279724	0.3822031021118164	0.3697284758090973	0.47594204545021057	0.47677233815193176	0.6509459018707275	0.24086610972881317	0.3916034996509552	0.34275534749031067	0.6230480670928955	0.6357795000076294	0.5562180876731873	0.3163797855377197	
Oui/manteaux/grands	0.1325358897447586	0.2747732996940613	0.1073165237903595	0.1829444020986557	0.17396126687526703	0.10571365803480148	0.10999874025583267	0.056157857179641724	0.12108141928911209	0.10530164837837219	0.06964760273694992	0.06279905140399933	0.13102935254573822	0.16693994402885437	0.1652117371559143	0.12238384038209915	0.1609879434108734	0.0986124724149704	0.04573758691549301	0.10396195948123932	0.17671647667884827	0.15350903570652008	0.44969645142555237	0.3983691334724426	0.518781304359436	0.4830716550350189	0.569973349571228	0.31037312746047974	0.4301290512084961	0.3160211145877838	0.48124441504478455	0.48879918456077576	0.476190447807312	1.0	0.4020974636077881	0.5168771147727966	0.4493204951286316	0.3541719615459442	0.5342392921447754	0.44474828243255615	0.4357895255088806	0.5972200036048889	0.8361746072769165	0.33355221152305603	0.17467769980430603	0.4917494058609009	0.4057559072971344	0.144380122423172	0.13134834170341492	0.09854288399219513	0.056144602596759796	0.0817485973238945	0.06625694036483765	0.2494458705186844	0.19209147989749908	0.16100716590881348	0.38616037368774414	0.47231045365333557	0.10387947410345078	0.14229241013526917	0.46918559074401855	0.179764062166214	0.2122354656457901	0.10493334382772446	0.3194689154624939	0.1528865098953247	0.5555843710899353	0.5573580265045166	0.32204705476760864	0.638052225112915	0.2896321713924408	0.33709508180618286	0.4274861216545105	0.6118733882904053	0.5446329712867737	0.4875805675983429	0.32391661405563354	0.26289620995521545	0.3366040587425232	0.05963647738099098	0.16360591351985931	0.13304996490478516	0.03129260241985321	0.11459244787693024	0.05699380487203598	0.004944274201989174	0.051822442561388016	0.021432267501950264	0.2319345772266388	0.1702042669057846	0.26979148387908936	0.368393212556839	0.3662358820438385	0.3394964337348938	0.3146979510784149	0.21650995314121246	0.16155856847763062	0.38015326857566833	0.0631604790687561	0.6673272252082825	0.5786855816841125	0.3246385157108307	0.4611132740974426	0.5930525064468384	0.5908282995223999	0.5188186168670654	0.40997764468193054	0.41578832268714905	0.44522514939308167	0.49986740946769714	
Oui/surface/grande	0.26634010672569275	0.13803210854530334	0.3014640510082245	0.19777047634124756	0.298787921667099	0.29010578989982605	0.23778124153614044	0.27891847491264343	0.280769407749176	0.23421898484230042	0.210464209318161	0.2607801854610443	0.2957693934440613	0.3103223443031311	0.2363351285457611	0.26751795411109924	0.2439637929201126	0.295450359582901	0.2603605389595032	0.23393970727920532	0.13082608580589294	0.24739456176757812	0.4687517285346985	0.5787053108215332	0.5587972402572632	0.6205328702926636	0.6287642121315002	0.6864474415779114	0.5795954465866089	0.7719606161117554	0.609791100025177	0.5599699020385742	0.46938255429267883	0.4020974636077881	1.0	0.6152176856994629	0.6168668866157532	0.603240966796875	0.5355793833732605	0.48500216007232666	0.46896567940711975	0.41496437788009644	0.3280807137489319	0.4573352634906769	0.33671414852142334	0.23733952641487122	0.09514841437339783	0.387886643409729	0.45401251316070557	0.41388654708862305	0.47304409742355347	0.4023984372615814	0.4365740418434143	0.5838579535484314	0.31673485040664673	0.32256197929382324	0.1408708393573761	0.05741049721837044	0.4019865095615387	0.34931227564811707	0.12042749673128128	0.3503367006778717	0.37434566020965576	0.4025730490684509	0.42116308212280273	0.3465005159378052	0.2957490086555481	0.25963443517684937	0.4356136918067932	0.20803360641002655	0.43456870317459106	0.4631446897983551	0.5259897708892822	0.1519438773393631	0.22515659034252167	0.25520363450050354	0.35409224033355713	-0.07426811009645462	-0.004261591471731663	0.2781413793563843	-0.07521351426839828	0.12736859917640686	0.24297212064266205	0.23338183760643005	0.2314562201499939	0.17074674367904663	0.24326272308826447	0.22311118245124817	0.3238680064678192	0.290214478969574	0.31585296988487244	0.39720070362091064	0.3993031084537506	0.38799071311950684	0.3350788652896881	0.36611273884773254	0.29434075951576233	0.39235126972198486	0.3253959119319916	0.21629534661769867	0.2319502830505371	0.42727795243263245	0.3769480586051941	0.15339189767837524	0.17684568464756012	0.12402213364839554	0.4217570424079895	0.3496689200401306	0.43296176195144653	0.20667043328285217	
Oui/mur/grand	0.3262071907520294	0.2408776432275772	0.3796619772911072	0.3459140658378601	0.3626519441604614	0.37500953674316406	0.3696414828300476	0.3811182379722595	0.39827945828437805	0.3782055675983429	0.2710130512714386	0.36683326959609985	0.36877328157424927	0.4733637571334839	0.387553870677948	0.3703542947769165	0.3378117084503174	0.38750043511390686	0.34010204672813416	0.40091994404792786	0.248857319355011	0.36428090929985046	0.7527009844779968	0.7777931094169617	0.7875560522079468	0.7571612596511841	0.882707417011261	0.6281535625457764	0.7798565030097961	0.6077970266342163	0.8304523229598999	0.8214049339294434	0.747144341468811	0.5168771147727966	0.6152176856994629	1.0	0.5959141850471497	0.5268153548240662	0.7325306534767151	0.7790951132774353	0.7550299167633057	0.38798847794532776	0.43611273169517517	0.592593789100647	0.49030590057373047	0.19894753396511078	0.1150297075510025	0.5000589489936829	0.3514276444911957	0.3823470175266266	0.41355061531066895	0.31119322776794434	0.3508833646774292	0.4611102342605591	0.47962692379951477	0.4534546434879303	0.19019734859466553	0.12329685688018799	0.3062617778778076	0.4654902219772339	0.16198165714740753	0.4643673002719879	0.4940619468688965	0.2853476405143738	0.6046281456947327	0.48295125365257263	0.35316556692123413	0.43159422278404236	0.45486539602279663	0.35658973455429077	0.5770147442817688	0.6534159779548645	0.5646981000900269	0.3557198643684387	0.37185004353523254	0.2840518653392792	0.6036373972892761	-0.05714185908436775	-0.010921924374997616	0.23966321349143982	-0.1448443979024887	0.12601745128631592	0.24649161100387573	0.2711000442504883	0.24436990916728973	0.18039613962173462	0.24927295744419098	0.23847898840904236	0.4454099237918854	0.48189523816108704	0.4779353439807892	0.5356267094612122	0.5404146909713745	0.6019280552864075	0.5892339944839478	0.5054738521575928	0.43334197998046875	0.5418708324432373	0.36460697650909424	0.3227525055408478	0.38051876425743103	0.485528826713562	0.6359683871269226	0.2403242290019989	0.32749807834625244	0.24130035936832428	0.6358209252357483	0.6294275522232056	0.5278636813163757	0.24650022387504578	
Oui/maison/grande	0.2394343912601471	0.26426851749420166	0.2989899218082428	0.2651456892490387	0.2715461254119873	0.2626608610153198	0.28334909677505493	0.2633201777935028	0.2883191704750061	0.23546390235424042	0.2284674048423767	0.22277536988258362	0.317580908536911	0.3371303975582123	0.2948140501976013	0.2592090666294098	0.2830680012702942	0.30623504519462585	0.19431759417057037	0.23597386479377747	0.17306503653526306	0.28621694445610046	0.46410229802131653	0.5761966109275818	0.5269917249679565	0.5623428821563721	0.602547287940979	0.5464005470275879	0.5622855424880981	0.5255363583564758	0.596930205821991	0.48895469307899475	0.4706202447414398	0.4493204951286316	0.6168668866157532	0.5959141850471497	1.0	0.5968570113182068	0.558064877986908	0.5805128216743469	0.46439146995544434	0.43746283650398254	0.40797221660614014	0.5168659090995789	0.26018694043159485	0.19066579639911652	0.13515505194664001	0.24260784685611725	0.3085882365703583	0.30890917778015137	0.2557302713394165	0.19624730944633484	0.22014550864696503	0.3467668890953064	0.20246294140815735	0.21007484197616577	0.12912549078464508	0.1353025734424591	0.2350112646818161	0.2713383138179779	0.15383651852607727	0.3225851058959961	0.27570977807044983	0.17082561552524567	0.29877370595932007	0.28315258026123047	0.31204113364219666	0.3129267990589142	0.3216477334499359	0.32403403520584106	0.3356597125530243	0.41224992275238037	0.47701171040534973	0.29319044947624207	0.31018292903900146	0.27601736783981323	0.34107857942581177	0.07917497307062149	0.12891457974910736	0.21047614514827728	-0.04541066288948059	0.17393210530281067	0.18576081097126007	0.22030915319919586	0.20571327209472656	0.13764433562755585	0.2125217169523239	0.15896351635456085	0.22603671252727509	0.1619437336921692	0.4001512825489044	0.2848683297634125	0.30407148599624634	0.3297004699707031	0.25772741436958313	0.22810842096805573	0.19297899305820465	0.2735428512096405	0.19561302661895752	0.29334351420402527	0.28363171219825745	0.3544980585575104	0.4340163767337799	0.31005653738975525	0.35001155734062195	0.28666290640830994	0.34205904603004456	0.35845789313316345	0.4188140034675598	0.27760234475135803	
Oui/femme/grande	0.23497141897678375	0.1650564819574356	0.30464041233062744	0.19125060737133026	0.25796273350715637	0.2559252977371216	0.24888134002685547	0.28112268447875977	0.2610190212726593	0.23185482621192932	0.21479681134223938	0.2501031160354614	0.2825548052787781	0.2943636178970337	0.25792795419692993	0.2646227777004242	0.2149682641029358	0.29311493039131165	0.23295935988426208	0.22345538437366486	0.17649315297603607	0.2472955584526062	0.4759998321533203	0.514224648475647	0.5349009037017822	0.5241102576255798	0.5513628721237183	0.5705022811889648	0.4856346547603607	0.5703432559967041	0.5532726049423218	0.4732438921928406	0.41820839047431946	0.3541719615459442	0.603240966796875	0.5268153548240662	0.5968570113182068	1.0	0.4833374619483948	0.4954746961593628	0.4475429356098175	0.3177807331085205	0.2804947793483734	0.4204278588294983	0.3388110101222992	0.1782425343990326	0.2068081498146057	0.3161325752735138	0.4960949420928955	0.5732309222221375	0.5341895222663879	0.39713960886001587	0.41051629185676575	0.4385495185852051	0.24576939642429352	0.3600732684135437	0.125050351023674	0.036569174379110336	0.3853292465209961	0.30552324652671814	0.10518108308315277	0.3207818865776062	0.3300606608390808	0.4680469334125519	0.33807963132858276	0.37553369998931885	0.3058956563472748	0.2161683887243271	0.3253251016139984	0.18561431765556335	0.3298640847206116	0.3772163689136505	0.4351339340209961	0.1817552000284195	0.16140076518058777	0.24620451033115387	0.28535518050193787	0.0008574388921260834	0.04549084231257439	0.25222569704055786	-0.021172979846596718	0.18593020737171173	0.24728737771511078	0.25968223810195923	0.2593190670013428	0.17829981446266174	0.2516478896141052	0.2626059949398041	0.28127050399780273	0.30624958872795105	0.3276215195655823	0.3764990568161011	0.4029078483581543	0.3913019299507141	0.30793240666389465	0.31566864252090454	0.34836503863334656	0.34111326932907104	0.30597352981567383	0.2009742558002472	0.24222524464130402	0.4298240542411804	0.40616923570632935	0.18909291923046112	0.2098391205072403	0.17431195080280304	0.38866791129112244	0.33084040880203247	0.39458298683166504	0.18519341945648193	
Oui/parc/grand	0.21071505546569824	0.23818492889404297	0.32647180557250977	0.2763080596923828	0.28618478775024414	0.30111682415008545	0.3303958475589752	0.3226179778575897	0.30602729320526123	0.31101229786872864	0.30773046612739563	0.28256356716156006	0.2865811288356781	0.4328676164150238	0.3424646854400635	0.26466265320777893	0.29503053426742554	0.31288066506385803	0.2737901210784912	0.30209973454475403	0.20762377977371216	0.2956866919994354	0.6386317014694214	0.7799769043922424	0.8114566802978516	0.7290216088294983	0.763992190361023	0.5927943587303162	0.7782989740371704	0.5854831337928772	0.7915817499160767	0.7697601914405823	0.6985976099967957	0.5342392921447754	0.5355793833732605	0.7325306534767151	0.558064877986908	0.4833374619483948	1.0	0.7421950697898865	0.7172760963439941	0.3658802807331085	0.5585910677909851	0.5857237577438354	0.5383983850479126	0.3481616973876953	0.21320393681526184	0.4918324649333954	0.35670849680900574	0.37321457266807556	0.3463113009929657	0.2910458743572235	0.31981727480888367	0.4426528811454773	0.5154582262039185	0.46876075863838196	0.26495057344436646	0.2538062036037445	0.3105965256690979	0.5012221336364746	0.2448553889989853	0.5294619202613831	0.524093508720398	0.30229878425598145	0.6153691411018372	0.5375871658325195	0.3391055166721344	0.41571518778800964	0.45105141401290894	0.4497389495372772	0.5661120414733887	0.6985379457473755	0.6126502752304077	0.4772281348705292	0.40024682879447937	0.2625254690647125	0.6445634961128235	0.040366463363170624	0.033119671046733856	0.1849137842655182	-0.019513916224241257	0.1380017101764679	0.18482768535614014	0.23957201838493347	0.2245197296142578	0.1471986025571823	0.25572580099105835	0.2229132205247879	0.4028160572052002	0.4243611693382263	0.4940318465232849	0.4845702350139618	0.5177167057991028	0.5333929061889648	0.4264381229877472	0.4460419714450836	0.3906298279762268	0.5616003274917603	0.40746861696243286	0.4194282591342926	0.4078366160392761	0.50446617603302	0.6682699918746948	0.34252575039863586	0.31827297806739807	0.3572419285774231	0.6447199583053589	0.7043107151985168	0.47438210248947144	0.3351198136806488	
